Cod. Bar,Product,F.Price,Qty,Drog,Date
7591020009164.0,ARCOVAL (ETORICOXIB) 90 MG X 7 TAB REC,16.945899999999998,,Cobeca,02/06/2022
7591020080453.0,ATORVASTATINA TAB/REC 20 MG X 20    ,16.4448,,Cobeca,02/06/2022
7591020080521.0,ESQUIDONE 3 MG X 30 TAB (VALMORCA),33.23,,Drolanca,22/05/2022
7591020080538.0,ESQUIDONE 1 MG X 30 TAB (VALMORCA),20.69,,Drolanca,22/05/2022
7591020080590.0,ESQUIDONE 2 MG X 30 TAB (VALMORCA),24.6008,,Cobeca,02/06/2022
7591020080613.0,AMOXIVAL 875 MG X 20 TAB (VALMORCA),52.78,,Cobeca,02/06/2022
7591020080620.0,CANDER HCT 16 MG / 12.5 MG X 30 TAB (VALMORCA) (CAJA),42.14,,Drolanca,22/05/2022
7591020080637.0,CANDER HCT 8 MG X 30 TAB (VALMORCA),29.8168,,Dismeven,29/05/2022
7591020080668.0,"TRACEVAL (ACETAMINOFEN-TRAMADOL) 325 MG / 37,5 MI X 20 TAB (VALMORCA)",34.71,,Cobeca,02/06/2022
7591020080682.0,TRACEVAL (ACETAMINOFEN 500 MG + TRAMADOL CLORHIDRATO 50 MG) X 20 TAB ,42.93046875,,Dismeven,29/05/2022
7591020080750.0,CLONAZEPAM (CLONZEP) 0.5MG X 30TAB VALMORCA (CAJA),14.14,,Cobeca,02/06/2022
7591020080767.0,CLONAZEPAM (CLONZEP) 2MG X 30 TAB VALMORCA (CAJA),24.14140625,,Dismeven,29/05/2022
7591020080774.0,ATODIP TAB/REC 5 MG/20 MG X 30 VALMO,19.0855,,Cobeca,02/06/2022
7591020080781.0,TADAFOX 5 MG X 30TAB (VALMORCA),18.92,,Drolanca,22/05/2022
7591020080965.0,DIVAL FORTE 100 MG X 20 TAB,13.0756,,Cobeca,02/06/2022
7591020080972.0,"LODESTAR HCT 50MG/12,5 MG X 30 TAB REC",23.6,,Cobeca,02/06/2022
7591020080989.0,NEULEVAL 750 MG X 5 TAB REC (LEVOFLOXACI,25.7424,,Cobeca,02/06/2022
7591020080996.0,PRELIVAL (PREGABALINA) 75 MG X 20 CAP,23.7016,,Dismeven,29/05/2022
7591020081009.0,PRELIVAL 150 MG X 20 CAP (PREGABALINA),33.6128,,Dismeven,29/05/2022
7591020081023.0,VALDIPOT TAB 50 MG X 20             ,7.55,,Cobeca,02/06/2022
7591020081078.0,LAMOTRIGINA (EPITRAL)  100 MG X 30 TAB (VALMORCA) (CAJA),20.4088,,Cobeca,02/06/2022
7591020081092.0,LAMOTRIGINA (EPITRAL) 50 MG X 30 TAB (VALMORCA) (CAJA),14.92,,Cobeca,02/06/2022
7591020081122.0,LEVOFLOXACINA (NEULEVAL) 500 MG X 10 TAB (VALMORCA) (CAJA),37.8591,,Cobeca,02/06/2022
7591044106245.0,LANTUS VIAL 100 U.I. 10 ML X 1      ,155.75,,Cobeca,05/06/2022
7591061508176.0,COLONIA AMY PARA BEBES 220 ML,9.761399999999998,,Vitalclinic,05/06/2022
7591061660218.0,CHICCO LOCION 200CC,8.873999999999999,,Vitalclinic,05/06/2022
7591061660362.0,CHICCO CHAMPU CON EXTRACTO DE MANZANILLA 200CC,13.310999999999998,,Vitalclinic,05/06/2022
7591062000105.0,ALRES FORTE SOBRES X 6,17.64,,Drolanca,22/05/2022
7591062010029.0,ALBICAR SUS 400 MG X 10 ML          ,8.88,,Cobeca,15/05/2022
7591062010036.0,ALBICAR TAB 200 MG X 2              ,4.26,,Cobeca,15/05/2022
7591062010173.0,ALBICAR TAB 200 MG X 6              ,7.78,,Cobeca,15/05/2022
7591062010487.0,CIPROFLOX TAB 500 MG X 12 ELMOR     ,19.23,,Cobeca,15/05/2022
7591062010616.0,BRUGESINA 300MG/10MG X 10 COM REC,15.51,,Drolanca,22/05/2022
7591062011064.0,PROVICAR JBE X 60 ML                ,16.51,,Cobeca,15/05/2022
7591062011200.0,PEREBRON JBE PED 120 ML             ,10.83,,Cobeca,15/05/2022
7591062011255.0,PEREBRON JBE ADU MIEL/LIMON 120 ML  ,14.61,,Cobeca,15/05/2022
7591062011262.0,PEREBRON JBE PED MIEL/LIMON 120 ML  ,12.47,,Cobeca,15/05/2022
7591062011330.0,TACHIPIRIN 100MG/ML SOLUCION GOT X 30ML,16.26,,Drolanca,22/05/2022
7591062011378.0,TACHIPIRIN 250MG X 6 SUP,13.0,,Drolanca,22/05/2022
7591062011392.0,TANTUM GRA X 20                     ,12.78,,Cobeca,15/05/2022
7591062011637.0,TRITTICO TAB 50 MG X 30             ,18.81,,Cobeca,15/05/2022
7591062011804.0,KLAS JBE 120 ML                     ,15.84,,Cobeca,15/05/2022
7591062013082.0,BRUGESIC FORTE PED SUS X 60 ML      ,9.57,,Cobeca,15/05/2022
7591062013303.0,"LIOLACTIL SOB 1,5 G X 6             ",52.77,,Cobeca,15/05/2022
7591062016458.0,"OFAFLAN SUP PED 12,5 MG X 6         ",18.01,,Cobeca,15/05/2022
7591062016649.0,TALZIC SOL ORAL PED 1MG/ML X 120 ML ,11.53,,Cobeca,15/05/2022
7591062016700.0,TALZIC COM 10 MG X 10               ,5.96,,Cobeca,15/05/2022
7591062017295.0,TACHIFORTE TAB 650 MG X 10          ,5.03,,Cobeca,15/05/2022
7591062017301.0,TACHIPIRIN FORTE JBE PED 120 ML     ,10.53,,Cobeca,15/05/2022
7591062018650.0,ULCENOL TAB 40 MG X 20              ,13.95,,Cobeca,15/05/2022
7591062166191.0,FLATORIL SUSP GTA 80 MG/ML X 20 ML  ,18.18,,Cobeca,15/05/2022
7591062900894.0,OFAFLAN SUSP GTA 15 MG/ML X 30 ML   ,8.69,,Cobeca,15/05/2022
7591062900900.0,COLFENE COMPR 600MG/4MG X 15        ,40.91,,Cobeca,15/05/2022
7591062901082.0,BRUDOL COM/REC 400/65MG X 20        ,12.77,,Cobeca,15/05/2022
7591062901105.0,BRUDOL 200 MG-65 MG X 20 COMP,9.44,,Drolanca,22/05/2022
7591062901198.0,GENURIN GRA 200 MG X 10             ,20.55,,Cobeca,15/05/2022
7591062901365.0,FLOMED SOL TOP BUC 0.15/0.25% X 180 ,8.77,,Cobeca,15/05/2022
7591062902379.0,BRUGESIC 200 MG X 10 COMPDO,5.79,,Drolanca,22/05/2022
7591062902539.0,BRUGESIC GRA 600 MG X 10            ,12.47,,Cobeca,15/05/2022
7591062902546.0,BRUGESIC COM 400 MG X 10 ELMOR      ,8.0,,Cobeca,15/05/2022
7591062902553.0,BRUGESIC FORTE COM 800 MG X 4       ,8.6,,Cobeca,15/05/2022
7591088000123.0,CALAMINOL HIDRALIV X 88 ML,14.58888888888889,,Dismeven,29/05/2022
7591096001499.0,ADRENALINA (EPINEFRINA) 1 MG/ML (AMP) BIOSANO,3.315,,Vitalclinic,05/06/2022
7591096002328.0,N-BUTIL BROMURO + METAMIZOL SODICO 20 MG - 2.5 GR / 5 ML  AMP (I.V. I /M) (BIOSANO),6.119999999999999,,Vitalclinic,05/06/2022
7591099810609.0,NUVARING ANILLO VAG 2.7/11.7 MG X 1 ,94.16,,Cobeca,15/05/2022
7591136723596.0,FOSFOLIT (FOSFATO DE SODIO MONOBASICO- DIBASICO) SOL ORAL 21.6 G / 8.1 G / 45 ML,47.685,,Vitalclinic,05/06/2022
7591136723718.0,OMEPRAZOL CAP 20 MG MICROGRAN X 7   ,9.126,,Cobeca,15/05/2022
7591136926195.0,ACIDO FOLICO COM 10 MG X 20 G VARGAS,8.554,,Cobeca,15/05/2022
7591136957434.0,OMEPRAZOL CAP 20 MG X30 GC          ,34.785,,Cobeca,15/05/2022
7591165810083.0,CIPROXINA INF 400 MG/200 ML         ,156.82,,Cobeca,15/05/2022
7591165840035.0,NIMOTOP INFUSION 10 MG /50 ML,126.95,,Drolanca,22/05/2022
7591165840158.0,XARELTO COM/REC 10 MG X 10          ,134.42,,Cobeca,15/05/2022
7591196000071.0,CLARASOL SOL OFT X 15 ML            ,12.095,,Cobeca,14/06/2022
7591196000088.0,CLARIX SOLUCION OFT 15 ML,14.29,,Drolanca,22/05/2022
7591196000095.0,"CLARIX SPRAY NASAL 0,05% X 15 ML    ",16.51,,Cobeca,14/06/2022
7591196000101.0,CLARIX SOL NASAL PED X 15 ML        ,15.94,,Cobeca,14/06/2022
7591196000149.0,CROMOFTAL AL 4% SOLUCION OFTALMICA X 10 ML,8.42,,Drolanca,22/05/2022
7591196000255.0,GARABET 5 ML GOT,26.52,,Drolanca,22/05/2022
7591196000286.0,LACRIDOS SOL OFT X 15 ML            ,17.378999999999998,,Cobeca,14/06/2022
7591196000323.0,MARADEX 5 ML GOT,17.49,,Drolanca,22/05/2022
7591196000439.0,QUINOFTAL SOL. OFTALMICA,17.84,,Drolanca,22/05/2022
7591196000514.0,TODEX SUSP OFT X 5 ML               ,12.924,,Cobeca,14/06/2022
7591196000538.0,VOLTEN SOL OFT X 5 ML               ,22.95,,Cobeca,14/06/2022
7591196000545.0,VITADYN C 10 TAB. EFERVESCENT NARANJA 1G,18.009,,Drolanca,22/05/2022
7591196000576.0,VITADYN C F/TROP MAST 500 MG 24X10 TAB,134.28900000000002,,Cobeca,14/06/2022
7591196000583.0,DOBET SOL OFT 5 ML                  ,36.37,,Cobeca,14/06/2022
7591196000606.0,VENTICORT AEROSOL 200 DOSIS,56.09,,Cobeca,14/06/2022
7591196000637.0,QUINOTIC HC SUSP OTICA 5 ML         ,22.7,,Cobeca,14/06/2022
7591196000682.0,RINOMAX SOL NASAL X 15 ML           ,16.69,,Cobeca,14/06/2022
7591196000705.0,VITADYN C GRAP FRUIT EFERV S/AZUCAR X 10,20.01,,Drolanca,22/05/2022
7591196000712.0,VITADYN C SABOR MANDARINA X 10 TABLETAS EFERVESCENTES,15.41,,Dismeven,29/05/2022
7591196000767.0,VITADYN KIDS JARABE 120 ML,13.38,,Drolanca,22/05/2022
7591196000873.0,TOBRASOL UNG 7.5 G                  ,31.03,,Cobeca,14/06/2022
7591196000897.0,TODEX UNG OFT X 7.5 G               ,38.24,,Cobeca,14/06/2022
7591196001078.0,"MELOXICAM 7,5 MG X 10 COMP OFTALMI",10.43,,Drolanca,22/05/2022
7591196001146.0,MELOXICAM 15 MG X 10 COMP OFTALMI,11.0,,Drolanca,22/05/2022
7591196001603.0,MATILOL SOL OFT AL 0.50% X 6 ML     ,19.6,,Cobeca,14/06/2022
7591196001726.0,FISIOLIN SOL NASAL DOSIS 26 ML X 260,21.66,,Cobeca,14/06/2022
7591196002136.0,"GENTAMICINA SOL OFT 0,3 % X 5 ML OFT",16.64,,Cobeca,14/06/2022
7591196002198.0,FISIOLIN SOL.NASAL 15 ML PEDIATRICO,16.04,,Cobeca,14/06/2022
7591196002204.0,DUOVENT 15 ML. SUSP P/INHALAR ,34.47,,Cobeca,14/06/2022
7591196002273.0,QUINOCORT  5 ML (OFTALMI),17.43,,Drolanca,22/05/2022
7591196002303.0,SALBUTAMOL SOL/INHAL 5MG/ML X 15 ML ,24.13,,Cobeca,14/06/2022
7591196002396.0,VITADYN C NARANJA  1 G X 5 TAB EFERV,8.181,,Drolanca,22/05/2022
7591196002464.0,AZACARD TAB 81 MG X 30              ,16.68,,Cobeca,14/06/2022
7591196002471.0,AZACARD 81 MG X 60 TAB (OFTALMI),26.34,,Drolanca,22/05/2022
7591196002549.0,AIRON TAB/MAST PED 5 MG X 10        ,11.06,,Cobeca,14/06/2022
7591196002563.0,AIRON TAB ADU 10 MG X 10            ,11.178,,Cobeca,14/06/2022
7591196002693.0,ALERGOT (AZELASTINA) SOL. OFTALMICA,23.94,,Drolanca,22/05/2022
7591196002761.0,TODENAC SOL OFT X 5 ML              ,20.9,,Cobeca,14/06/2022
7591196002785.0,APIRET 180MG/5ML JBE X 120 ML,10.95,,Drolanca,22/05/2022
7591196002792.0,AIRON TABM PED 5 MG X 30            ,22.73,,Cobeca,14/06/2022
7591196002945.0,AIRON TABM 4 MG X 30                ,21.83,,Cobeca,14/06/2022
7591196002952.0,AIRON TAB/MAST 4 MG X 10            ,7.51,,Cobeca,14/06/2022
7591196002969.0,DESLORAT  5 MG X 10 TAB,8.71,,Drolanca,22/05/2022
7591196002976.0,DESLORAT TAB 5 MG X 20              ,14.3,,Cobeca,14/06/2022
7591196002990.0,LORATADINA TAB 10 MG X 10 OFTALMI   ,4.536,,Cobeca,14/06/2022
7591196003027.0,"NAS 0,05% PED X 15 ML GOT",7.39,,Drolanca,22/05/2022
7591196003140.0,NAS GTA SOL NASAL ADU 0.1% X 15 ML  ,6.651,,Cobeca,14/06/2022
7591196003171.0,CLARIX GOTAS NASALES 15 ML. ADULTO,15.94,,Drolanca,22/05/2022
7591196003195.0,ACIDO ACETILSALICILICO 81 MG X 24 TAB OF,8.702,,Drolanca,22/05/2022
7591196003287.0,TE CAPS 150 MG X 30 CAP (TE VERDE),24.05,,Drolanca,22/05/2022
7591196003386.0,OMEPRAZOL 20 MG X  7 CAP OFTALMI,5.58,,Drolanca,22/05/2022
7591196003409.0,MYDROX 5ML,8.112,,Dismeven,29/05/2022
7591196003416.0,QUINOMAX X  5 ML (OFTALMI),18.66,,Drolanca,22/05/2022
7591196003430.0,ALFADYN SOL OFT 0.20 % X 5 ML       ,40.4,,Cobeca,14/06/2022
7591196003447.0,MONTELUKAST 10 MG X 30 TAB (OFTALMI),30.6,,Drolanca,22/05/2022
7591196003454.0,MONTELUKAST 5 MG X 30 TAB (OFTALMI),20.84,,Drolanca,22/05/2022
7591196003942.0,OPAT SOL OFT 0.1% X 5 ML            ,16.62,,Cobeca,14/06/2022
7591196004093.0,MOVIMEX 15 MG X 10 TAB,13.83,,Drolanca,22/05/2022
7591196004109.0,"MOVIMEX 7,5 MG X 10 TAB",12.9,,Drolanca,22/05/2022
7591196004161.0,DESLORAT 0.5 MG X 60 ML             ,11.03,,Cobeca,14/06/2022
7591196004215.0,PERIDONT 350 ML REFORM ENJUAGUE BUCAL,20.48,,Drolanca,22/05/2022
7591196004253.0,IPORET 40 MG / 60 ML SUSPENSION ORAL,8.559999999999999,,Drolanca,22/05/2022
7591196004451.0,AFLAMAX TAB/REC 50 MG X 20          ,7.6075,,Cobeca,14/06/2022
7591196004604.0,CORTYNASE 140 DOSIS SUSP. NASAL,37.17,,Cobeca,14/06/2022
7591196004673.0,DICLOFENAC POT 50 MG X 20 TAB (OFTALMI),5.7825,,Drolanca,22/05/2022
7591196004758.0,LEVORAT TABR 5MG X 10               ,7.96,,Cobeca,14/06/2022
7591196004802.0,ACETAB 250 MG X 20 TAB,33.48,,Drolanca,22/05/2022
7591196006097.0,PEDIACORT SOL ORAL 3 MG/ML P/SODIO 6,39.33,,Cobeca,14/06/2022
7591196006110.0,MOXIDEX 5ML SOL OFT,24.79,,Drolanca,22/05/2022
7591196006134.0,BUDENAS 32 MG/ 15ML SUSP NASAL GOT,28.91,,Drolanca,22/05/2022
7591196006219.0,LORATADINA TAB 10 MG X 125 DISP OFTA,61.72,,Cobeca,14/06/2022
7591196006233.0,OMEPRAZOL CAP 20 MG X 30 OFTALMI    ,19.16,,Cobeca,14/06/2022
7591196006257.0,"DEXTRAN 70 0,1% LÁGRIMAS ARTIF. X 10ML",11.77,,Drolanca,22/05/2022
7591196006288.0,QUINOTIC SOLUCIÓN ÓTICA 4 ML,17.22,,Drolanca,22/05/2022
7591196007155.0,APIRET SUSP ORAL 180 MG/5ML X 60 ML ,5.99,,Cobeca,14/06/2022
7591196007162.0,BUDECORT INH 10 ML,19.728,,Drolanca,22/05/2022
7591196007179.0,LACRIFORT SOLUCION OFTALMICA X 10 ML,16.62,,Drolanca,22/05/2022
7591196007186.0,AFLAMAX 50 MG X 10 TAB,4.352,,Cobeca,14/06/2022
7591196007209.0,APIRET 250 mg SUPOSITORIOS,13.47,,Drolanca,22/05/2022
7591196007230.0,DICLOFENAC POTASICO 50 MG X 10 TAB (CAJA) OFTALMI,2.805,,Vitalclinic,05/06/2022
7591196007247.0,LACRIDOS SOL OFT X 10 ML            ,12.6,,Cobeca,14/06/2022
7591231100124.0,PASIVIT GTA X 30 ML                 ,53.57,,Cobeca,15/05/2022
7591231100292.0,PASIKID GTA X 30 ML                 ,43.83,,Cobeca,15/05/2022
7591231100315.0,PASIVIT PLUS GTA X 30 ML            ,62.5,,Cobeca,15/05/2022
7591231803605.0,BALBY MIEL JBE 120 ML               ,53.57,,Cobeca,15/05/2022
7591241817968.0,FLEXURAT TAB 500MG/400MG X 30       ,51.78,,Cobeca,15/05/2022
7591241833456.0,LAXANTE NATURAL EN POLVO   (MELAX)    200 GR NATURISSIMA,61.2,,Vitalclinic,05/06/2022
7591241846609.0,SAX DUCHA VAGINAL 135 ML            ,13.095,,Cobeca,15/05/2022
7591241846647.0,SAX ACID 135 ML DUC,13.51,,Drolanca,22/05/2022
7591241854703.0,VALERIANA TAB 100 MG X 30           ,29.14,,Cobeca,15/05/2022
7591242814348.0,EKICAL SUSP 300MG X 120 ML          ,14.924,,Cobeca,15/05/2022
7591242856706.0,YONAL JBE X 120 ML                  ,16.56,,Cobeca,15/05/2022
7591243801620.0,ALIPAL FORTE DIA / NOCHE  4 + 2 CAP,11.69,,Drolanca,22/05/2022
7591243801750.0,AMIODARONA TAB 200 MG X 10 BIOTECH  ,25.05,,Cobeca,15/05/2022
7591243802061.0,ARESAN TAB 20 MG X 150              ,140.62,,Cobeca,15/05/2022
7591243802092.0,ARESAN TAB/REC 20 MG X 30           ,21.483,,Cobeca,15/05/2022
7591243803167.0,"AZUTAN 0,15 % COLUTORIO 180 ML",16.56,,Drolanca,22/05/2022
7591243803600.0,BEPRODERM 15 G CREMA,19.78,,Drolanca,22/05/2022
7591243803730.0,BEPROSPEN SUS INY 7 MG/ML X 1 AMP   ,35.06,,Cobeca,15/05/2022
7591243804041.0,BETADERM CON GENTAMICINA 15G BIOTECH,20.13,,Cobeca,15/05/2022
7591243804140.0,BETADERM CREM 0.05% X 15 G          ,19.14,,Cobeca,15/05/2022
7591243804164.0,BETADERM PLUS 15 G CREMA,21.82,,Drolanca,22/05/2022
7591243804287.0,BETAGEN AMP 4MG/1ML X 1             ,18.202,,Cobeca,15/05/2022
7591243804409.0,BETAGEN SOLSPEN AMP 1 ML X  1       ,28.18,,Cobeca,15/05/2022
7591243805338.0,BLOCAX TAB 8MG X 30                 ,24.738000000000003,,Cobeca,15/05/2022
7591243805345.0,BLOCAX TAB DISP 8 MG 15 BLI X 10    ,110.145,,Cobeca,15/05/2022
7591243805376.0,BLOCAX 16 MG X 30 TAB (CAJA) BIOTECH,41.68,,Cobeca,15/05/2022
7591243805383.0,BLOCAX TAB 16 MG X 150              ,188.22,,Cobeca,15/05/2022
7591243807127.0,BRAL TAB 500 MG 25 BLI X 4          ,103.4875,,Cobeca,15/05/2022
7591243807202.0,BRAL 500 MG X  20 TAB,24.03,,Drolanca,22/05/2022
7591243807370.0,BROFLEMA JBE 8 MG/5 ML X 120 ML     ,13.243,,Cobeca,15/05/2022
7591243807554.0,CALPAL D TABR 1500 MG X 30          ,28.048,,Cobeca,15/05/2022
7591243807585.0,CALPAL D NATAL TAB/REC 950MG/400MCG ,22.547,,Cobeca,15/05/2022
7591243807790.0,CARBATIL TAB DISP 12.5 MG 15 BLI X 1,86.44,,Cobeca,15/05/2022
7591243807813.0,CARBATIL TAB 12.5 MG X 30           ,12.5195,,Cobeca,15/05/2022
7591243807820.0,CARBATIL TAB 6.25 MG X 30           ,20.44,,Cobeca,15/05/2022
7591243807868.0,CARBONATO DE LITIO 300MG X 20 CAP (CAJA) BIOTECH,31.875,,Vitalclinic,05/06/2022
7591243810028.0,COLGESIC COM 400 MG-4MG X 15        ,19.264,,Cobeca,15/05/2022
7591243810868.0,DALPAS TAB 10 MG X 30               ,15.463,,Cobeca,15/05/2022
7591243810905.0,DALPAS TAB 5 MG X 30                ,19.97,,Cobeca,15/05/2022
7591243811469.0,DECA/LENT COMPLEX AMP 2 ML C/JER X 2,11.6,,Cobeca,15/05/2022
7591243811483.0,DECA LENTERMINA COMPLEX AMP KIT 2 ML,21.05,,Cobeca,15/05/2022
7591243811704.0,DIAGESIC 75 MG X 2 AMP,27.84,,Drolanca,22/05/2022
7591243812374.0,DI EUDRIN TAB 12.5 MG X 24          ,16.1,,Cobeca,15/05/2022
7591243815757.0,"ERILON 0,05 % X 15 G CREMA",18.88,,Drolanca,22/05/2022
7591243817607.0,FEM DUCHA VAG 250 MG/100 ML X 135 ML,8.106,,Cobeca,15/05/2022
7591243817782.0,FLENOX JAB PED X 120 ML             ,13.81,,Cobeca,15/05/2022
7591243817829.0,FLENOX JBE ADU X 120 ML BIOTECH     ,15.58,,Cobeca,15/05/2022
7591243818345.0,FLUOXETINA CAP 20 MG X 14           ,9.984,,Cobeca,15/05/2022
7591243820355.0,"GINACOL (CLORHIDRATO BENZIDAMINA) 0,1 % SOL USO VAGINAL 135 ML (BIOTECH)",11.594,,Cobeca,15/05/2022
7591243826494.0,ISOSPRAY PLUS 0.15%/0.25% X 180 ML  ,20.13,,Cobeca,15/05/2022
7591243826708.0,IVAGAN TAB/REC 450MG/1MG/40MG X 10  ,6.255,,Cobeca,15/05/2022
7591243826777.0,IVAGAN FORTE 650 MG X 10 TAB,13.79,,Drolanca,22/05/2022
7591243830057.0,LESTECOL TABR 20MG X 30             ,27.91,,Cobeca,15/05/2022
7591243830088.0,LESTECOL TAB/REC 40 MG X 30         ,40.83,,Cobeca,15/05/2022
7591243830507.0,LISIN-BE (ESTIMULANTE APETITO) 120 ML (FRASCO) BIOTECH,20.976,,Cobeca,15/05/2022
7591243831474.0,LOGANIL JBE ADU X 120 ML            ,20.13,,Cobeca,15/05/2022
7591243831511.0,LOGANIL JAB PED X 120 ML  AREX      ,17.3,,Cobeca,15/05/2022
7591243831641.0,LOKARIN 60 ML JBE,17.68,,Drolanca,22/05/2022
7591243834086.0,MONTRAX (MONTELUKAST) 4 MG X 30 TAB PED (CAJA) BIOTECH,20.079,,Cobeca,15/05/2022
7591243834147.0,MONTRAX TAB MAST 5MG X 30 BIOTECH   ,23.08,,Cobeca,15/05/2022
7591243834185.0,MONTRAX TAB 10 MG X 30 BIOTECH      ,29.178,,Cobeca,15/05/2022
7591243834574.0,MULTIDERM 2 % (MUPIROCIN) 15 G CREMA (BIOTECH),24.04,,Cobeca,15/05/2022
7591243837452.0,NORSINA TAB 500MG/10 MGX12          ,14.336000000000002,,Cobeca,15/05/2022
7591243839753.0,OROZIM COM/REC X 20                 ,22.856,,Cobeca,15/05/2022
7591243842203.0,PRALINA CAP 75 MG X 14              ,21.71,,Cobeca,15/05/2022
7591243843064.0,PROPRANOLOL TAB 10 MG X 20 BIOTECH  ,9.936,,Cobeca,15/05/2022
7591243843101.0,PROPRANOLOL 40 MG X 20 TAB RX (R),16.27,,Drolanca,22/05/2022
7591243845105.0,RINOT CAP X 12 AR                   ,13.64,,Cobeca,15/05/2022
7591243849622.0,TAMOA TAB/MAST 250 MG X 6           ,22.71,,Cobeca,15/05/2022
7591243851083.0,TONUM SUSP ORAL 1 MG/ML X 100 ML    ,18.18,,Cobeca,15/05/2022
7591243851106.0,TONUM TAB 10MG X 30                 ,19.65,,Cobeca,15/05/2022
7591243856705.0,YONAL JBE X 120 ML,16.56,,Drolanca,22/05/2022
7591243856729.0,YONALAT JBE 15-3MG/5ML X 120 ML     ,16.88,,Cobeca,15/05/2022
7591243856897.0,ZONIUM CAP 20 MG X 14               ,20.35,,Cobeca,15/05/2022
7591243856941.0,ZONIUM CAP 40 MG X 14               ,23.43,,Cobeca,15/05/2022
7591244803609.0,"BEPRODERM CRM 0,05%-0,1% X 15GR     ",19.78,,Cobeca,15/05/2022
7591248180416.0,PROTECTOR ADULTO CONTROLE ULTRA SOFT TALLA M X 8 UND (PANAL),46.1448,,Vitalclinic,05/06/2022
7591248181413.0,PROTECTOR ADULTO CONTROLE ULTRA SOFT TALLA G X 8 UND (PANAL),53.83559999999999,,Vitalclinic,05/06/2022
7591248189303.0,CENTRO DE CAMA CONTROLE DESECHABLE X 10 UND,40.2288,,Vitalclinic,05/06/2022
7591248330309.0,PROTECTORES DIARIOS NUBES X 20 UND,5.3244,,Vitalclinic,05/06/2022
7591248330408.0,PROTECTORES DIARIOS NUBES X 40 UND,10.352999999999998,,Vitalclinic,05/06/2022
7591248410100.0,CHAMPU MIMADITO 200 ML,14.79,,Vitalclinic,05/06/2022
7591248475109.0,CREMA DE PEINAR BRESH FOR WOMEN DIVA 200 ML (CORPAÑAL),13.6068,,Vitalclinic,05/06/2022
7591248510107.0,COLONIA MIMADITO 100 ML,9.4656,,Vitalclinic,05/06/2022
7591248510312.0,COLONIA MIMADITO 200 ML,14.79,,Vitalclinic,05/06/2022
7591248621209.0,CREMA LIQUIDA MIMADITO C/ ALOE VERA 200 ML,13.0152,,Vitalclinic,05/06/2022
7591248723002.0,JABON MIMADITO CORPORAL C/ MANZANILLA/ ALOE P/ BEBES 75 G,7.395,,Vitalclinic,05/06/2022
7591248741204.0,GEL DE BANO MIMADITO 200 ML,13.6068,,Vitalclinic,05/06/2022
7591248741211.0,LOCION LIMPIADORA CABELLO Y CUERPO NIÑOS,14.79,,Vitalclinic,05/06/2022
7591248743215.0,LOCION LIMPIDORA INTIMA INTYFEM 200 ML,17.4522,,Vitalclinic,05/06/2022
7591248744304.0,JABON ANTIB. BEFRESH MANOS PURAS 200ML,14.84,,Drolanca,22/05/2022
7591248811105.0,MOTAS DE ALGODON MIMADITOS  50 UNID,9.4656,,Vitalclinic,05/06/2022
7591248821203.0,BASTONCITOS MIMADITO (HISOPOS) X 100 UND,7.099199999999999,,Vitalclinic,05/06/2022
7591257000552.0,ATAMEL FORTE TAB 650 MG X 10        ,17.4,,Cobeca,02/06/2022
7591285000135.0,CARBOPROTEIN SABOR A FRESA 350 GR GAMMA,88.73999999999998,,Vitalclinic,05/06/2022
7591285000388.0,PROKAL CON L-CARNITINA Y GLUTAMINA  SABOR MANTECADO,118.32,,Vitalclinic,05/06/2022
7591285000470.0,CARBO NEUTRO 450 GR GAMMA,66.85079999999999,,Vitalclinic,05/06/2022
7591285000517.0,BIOSURE CON L-CARNITINA SABOR MANTECADO 400GR GAMMA,85.782,,Vitalclinic,05/06/2022
7591285000647.0,PROKAL CON L-CARNITINA SABOR MANTECADO 400 GR,91.698,,Vitalclinic,05/06/2022
7591285000678.0,GAMMASOY RENAL + L CARNITINA SABOR MANTECADO 410 GR GAMMA,82.82399999999998,,Vitalclinic,05/06/2022
7591285000739.0,ALIMENTO A BASE DE PROTEINA DE SOYA (BABY GAMMA) 400GR GAMMA,82.82399999999998,,Vitalclinic,05/06/2022
7591285000746.0,PROTEINA DE SOYA+GRASA+CARBOHIDRATO+L-CARNITINA SABOR MANTECADO (ADULTO MAYORES CON FIBRA) 400 GR GAMMA,85.782,,Vitalclinic,05/06/2022
7591285000814.0,ONCOPLUS (PROTEINA DE SOYA+L-GLUTAMINA+L-CARNITINA) SABOR MANTECADO 400 GR GAMMA,88.73999999999998,,Vitalclinic,05/06/2022
7591285000906.0,AUTIRICE SIN GLUTEN (ALIMENTO EN POLVO A BASE DE HARINA DE ARROZ CON SABOR A VAINILLA) 300 GR,70.99199999999999,,Vitalclinic,05/06/2022
7591309000530.0,WAMPOLE EMULSION SABOR FRESA 240 ML (PONCE),13.0152,,Vitalclinic,05/06/2022
7591309000547.0,WAMPOLE EMULSION SABOR FRESA 360 ML,12.61,,Drolanca,22/05/2022
7591309000608.0,WAMPOLE EMULSION SABOR NARANJA 240ML,13.0152,,Vitalclinic,05/06/2022
7591309000615.0,WAMPOLE NARANJA 360 ML EMULSION,12.61,,Drolanca,22/05/2022
7591309000967.0,WAMPOLE EMULSION SABOR TUTTI FRUTTI 240ML (PONCE),9.47,,Drolanca,22/05/2022
