Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Clasificación
TABLETAS,7591519317725,004390,BISOPROLOL FUMARATO (ANTAAR) 5MG X 10TABLETAS (MCK),2.4,0,2.4,60,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591243805376,003351,BLOCAX 16 MG X 30 TAB (CAJA) BIOTECH,9.45,0,9.45,65,2023-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591243805338,003350,BLOCAX 8 MG X 30 TAB (CAJA) BIOTECH,8,0,8,95,2023-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7708915796102,004125,BLUVID FORTE (SUPL DIETETICO + VIT Y MINER) X 30 CAP (CAJA) BKMPHARMA,7.95,0,7.95,25,2024-07-31 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7453038477970,004876,BOLSA PARA LECHE MATERNA X 25 UNID (GENIAL),6.95,0,6.95,29,2026-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7597478000012,002380,BOLSA RECOLECTORA DE ORINA 2000 ML (GDG),0.6,0,0.6,486,2026-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,4351020599125,004409,BOLSA RECOLECTORA DE ORINA 2000 ML (JHC MEDICA),0.464,0,0.464,631,2026-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,75930547,003797,BOROCANFOR COOL PVO. ANTISEP. P/ PIES 120 GR (VITA),3.654,0,3.654,51,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591808525060,002676,BOROCANFOR CREMA PLUS 80 GR (VITA),3.422,0,3.422,6,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7591808525121,002677,BOROCANFOR CREMA REF. PIES CANSADOS 105 GR (VITA),3.3872,0,3.3872,6,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7896714229843,001386,BRIMONIDINA 2MG/ML GOTAS 5ML NEO QUIMICA,5.9,0,5.9,153,2022-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7591651896805,003513,BRODILIN (CLORHIDRATO DE CLENBUTEROL) 0.005MG / 5ML JBE PED (ZUOZ),4.15,0,4.15,126,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601301578,004657,BROLAT X 10 TABLETAS (SIEGFRIED),3.3,0,3.3,255,2025-03-28 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,8470006723128,002486,BROMURO DE IPATROPIO (ATROALDO)  INHALADOR 20mcg 200 DOSIS ALDO,11.5,0,11.5,98,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,6921875011400,003000,BROMURO DE IPATROPIO INH 20 MCG / 200 DOSIS KMPLUS,13.3,0,13.3,368,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7703889153135,004124,BROMURO DE IPRATROPIO (ASPROMIO) 20 MCG/DOSIS X200 DOSIS 10 ML (CHALVER),7.5,0,7.5,165,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7598252101536,003951,BROMURO DE IPRATROPIO 20MCG X 200 DOSIS INH (DISTRILAB),11.9,0,11.9,589,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598431000056,005255,BROMURO DE PINAVERIO 100 MG -SIMETICONA 300 MG (ALIVERIUM) X 10 CAPSULAS (VINCENTI),4.7,0,4.7,96,2023-10-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519008630,004957,BROMURO DE PINAVERIO 100 MG X 20 TAB  (CALOX),4.7,0,4.7,16,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591519008623,004381,BROMURO DE PINAVERIO 50 MG X 20TABLETAS (CALOX),4.1,0,4.1,37,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7800061001946,003225,BROMURO DE ROCURONIO 50 MG / 5ML USO I.V SOL INY BIOSANO,6.8,0,6.8,10,2023-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
BELLEZA Y CUIDADO PERSONAL,7596548002093,004972,BRONCEADOR DERNIER CREMA SUN CARE 200ML  (DERNI),3.48,0,3.48,94,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
BELLEZA Y CUIDADO PERSONAL,7596548002086,004973,BRONCEADOR SPRAY DERNIER SUN CARE 200 ML (DERN),6.496,0,6.496,96,2023-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592090000334,003081,BRUCEN ADULCARE BODY LOTION (LOCION) 250ML BRUPHARM,7.714,0,7.714,25,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592090000167,003076,BRUCEN ADULCARE BODY LOTION (LOCION) 400 ML BRUPHARM,10.092,0,10.092,212,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592090000341,004219,BRUCEN CREMA PARA MANOS SPF (CON PROTECTOR SOLAR) COLAGENO 50GR,4.35,0,4.35,25,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592090000358,004218,BRUCEN CREMA PARA MANOS SPF (CON PROTECTOR SOLAR) VITAMINA E 50GR,4.35,0,4.35,38,2027-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592090001577,003125,BRUCEN GEL LIMPIADOR CAPILAR UREA 12% 400 ML,11.6,0,11.6,85,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7592090000143,003992,BRUCEN PANT. SOLAR ROSTRO Y CUELLO 50 G (BRUPHAR),7.018,0,7.018,42,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592090001591,003083,BRUCEN SYDENT UREA 12% GEL LIMPIADOR COR. 250 ML BRUPHARM,8.99,0,8.99,18,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592090001607,003085,BRUCEN UREA 12% CREMA CORP. 250 ML BRUPHARM,9.28,0,9.28,7,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592090001546,003124,BRUCETIN BODY LOCION CORPORAL KIDS 200 ML,6.96,0,6.96,29,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7592090001362,003082,BRUCETIN CREMA DERMOPROTECTORA (ANTIPAÑALITIS) 50 MG BRUPHARM,5.452,0,5.452,54,2025-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,7598084000403,005259,BRUMA TONIFICANTE FACIAL DERNIER 200 ML,3.828,0,3.828,42,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7896004765716,000284,BUDESONIDA (INALIDE) SPRAY NASAL 32 MCG 120 DOSIS ( MULTILAB ),5.2,0,5.2,158,2022-09-02 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,18906047594122,001921,BUDESONIDA 1MG/1ML SOL P/NEBULIZAR 15ML JMW,2.85,0,2.85,604,2023-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7598252101529,002538,BUDESONIDA 200 MCG / 200 DOSIS INH (DISTRILAB),11.5,0,11.5,291,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,8908010870274,002803,BUDESONIDA INH 200 MCG / 200 DOSIS (KMPLUS),13.8,0,13.8,377,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7800061065306,000285,BUPIVACAINA 50MG/10ML AMP BIOSANO,1.1,0,1.1,2,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7896472513307,002084,BUPROVIL (IBUPROFENO) 600 MG X 20 COMP (MULTILAB),1.6,0,1.6,375,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7597830003095,004326,BURETA 100 ML 40 GOTAS X1 GROSSMED,1.55,0,1.55,93,2026-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7597830003125,004327,BURETA 150  ML 60 GOTAS X 1 GROSSMED,1.6,0,1.6,129,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,18901790712397,000686,BUTILBROMURO DE HIOSCINA (BUSCAPINA) 10 MG X 10 TAB (CAPLIN ),1.95,0,1.95,782,2023-11-07 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598252101406,001376,BUTILBROMURO DE HIOSCINA 10MG X 10 TAB (BUSCAPINA) DISTRILAB,2.4,0,2.4,460,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,,005087,CABERGOLINA ( CABERGUNI) X 4 TABLETAS (UNIPHARMA),8.4,0,8.4,641,2024-12-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7707355052960,004257,CABERGOLINA (PROLASTAT) 0.5 MG X 4 TAB  (FCO) SIEGFRIED,13.2,0,13.2,97,2023-10-31 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,8906067964175,002002,CALAMINA LOCION 100ML BERYL,3.132,0,3.132,145,2024-02-08 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7591808000086,002679,CALAMINOL FRESH GEL 90 GR ( VITA),3.248,0,3.248,54,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
MISCELANEOS,75971748,002678,CALAMINOL FRESH LOCION 104 ML (VITA),3.19,0,3.19,253,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,7591808525077,003798,CALAMINOL GEL PICALIV 16 G (VITA),2.494,0,2.494,88,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591821102071,000297,CALCIBON NATAL FORTE  X 30 TAB FARMA,9.106,0,9.106,47,2024-01-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906089281441,004349,CALCIO CARBONATO 300MG X 10 TAB MASTICABLES JMW,0.6,0,0.6,84,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230022,001591,CALCIO CARBONATO 600MG X 10 TAB BRIX MEDIC,0.6,0,0.6,47,2023-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7468191032256,000300,CALCIO CARBONATO+ VIT D3 600 MG / 400 U. I X 10 TAB S.R.L,0.85,0,0.85,285,2025-11-05 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000786,001962,CALCIO CON VITAMINA D3 250MG/125UI X 10 TAB LAND (BLISTER),1.15,0,1.15,1150,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,646824202062,004603,CALCIO+MAGNESIO+ZINC+VITAMINAD X 60 TABLETAS NATURAL SYSTEMS,8.95,0,8.95,24,,,0,,,,,,,,,,,,,,,,
TABLETAS,7592946168508,003390,CALRESAN (CALCULOS RENALES) 300 MG X 90 CAP (ARCO),4.6,0,4.6,44,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591020080620,002481,CANDER HCT 16 MG / 12.5 MG X 30 TAB (VALMORCA) (CAJA),9,0,9,73,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591020008297,002210,CANDESARTAN (CANDER) 8 MG X 30 TAB (VALMORCA) (CAJA),5.95,0,5.95,27,2026-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7596347802450,004238,CANDESARTAN (DROPES 8) 8MG X10TAB (DPT) (BLISTER),1.45,0,1.45,692,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7596347802467,002665,CANDESARTAN (DROPES16) 16 MG X 10 TAB (DPT) (BLISTER),1.98,0,1.98,577,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591020080637,002196,CANDESARTAN + HIDROCLOROTIAZIDA (CANDER HCT) 8 MG / 12.5 MG X 30 TAB (VALMORCA) (CAJA),6.65,0,6.65,116,2023-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7467922682647,000303,CANDESARTAN 16 MG X 10 TAB (BLISTER) CALMEX,2.65,0,2.65,888,2024-08-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000793,002008,CANDESARTAN 16 MG X 10 TAB LAND (BLISTER),2.5,0,2.5,428,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598252101710,003953,CANDESARTAN 16 MG X 30 TAB (CAJA) DISTRILAB,5.3,0,5.3,135,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7467922682760,003976,CANDESARTAN 8 MG X 10 TAB (BLISTER) CALMEX,1.85,0,1.85,300,2024-08-31 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,810028130456,004631,CANULA NASAL OXIGENO ADULTO X 1,0.696,0,0.696,70,2026-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,810028130463,004632,CANULA NASAL OXIGENO PEDIATRICO X 1,0.696,0,0.696,92,2026-09-17 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,18906047593613,004348,CAPTOPRIL 25 MG X 10 TAB (BLISTER) JMW,0.55,0,0.55,544,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000236,002925,CAPTOPRIL 25 MG X 10 TAB (BLISTER) LAND,0.6,0,0.6,1000,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598127001510,004932,CAPTOPRIL 25MG X 30 TAB BUEMEDICAL,1.89,0,1.89,37,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,18906047593620,003908,CAPTOPRIL 50 MG X 10 TAB (BLISTER) JMW,0.85,0,0.85,982,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7707332986714,000310,CARBAMAZEPINA (CARBEPIL) 2% 100MG/5ML 120ML JBE (MATPRIFAR),4,0,4,60,2023-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230909,003324,CARBAMAZEPINA 200 MG X 10 TAB (BLISTER) BRIXMEDIC,1.3,0,1.3,964,2023-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,6970325652694,004695,CARBAMAZEPINA 200 MG X 10 TABLETAS (BIOMEDIC),1,0,1,449,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906082150720,002236,CARBAMAZEPINA 200 MG X 20 TAB (FARMAMED) (CAJA),2,0,2,230,2024-06-11 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598176000243,002970,CARBAMAZEPINA 200 MG X 30 TAB (CAJA) ANGELUS,2.5,0,2.5,279,2024-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906005114099,004190,CARBAMAZEPINA 200 MG X10 TAB (BLISTER) UNICURE,1,0,1,67,2024-07-03 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,18901790697410,000311,CARBAMAZEPINA 200MG X 10 TAB CAPLINPOINT,0.89,0,0.89,196,,,0,,,,,,,,,,,,,,,,
TABLETAS,7598578000063,000315,CARBAMAZEPINA 200MG X 20 TAB DAC55,2.3,0,2.3,109,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000243,003991,CARBAMAZEPINA 400 MG X 10 TAB (BLISTER) LAND,2.2,0,2.2,928,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7468191032690,003180,CARBAMAZEPINA SUSP ORAL 100 MG/ 5 ML 120 ML INMENOL,5.45,0,5.45,144,2023-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,8906089281380,002576,CARBAMAZEPINA SUSP ORAL 2% 100 MG/ 5 ML 250 ML (JMW),7.5,0,7.5,51,2023-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008001233,005016,CARBIDOPA 25 MG + LEVODOPA 250 MG X 10 TAB LAND,5,0,5,423,,,0,,,,,,,,,,,,,,,,
TABLETAS,7896112189923,004817,CARBIDOPA-LEVODOPA 25-250MG X 30 TABLETAS TEUTO,6.2,0,6.2,12,,,0,,,,,,,,,,,,,,,,
TABLETAS,7705959003609,000320,CARBIDOPA-LEVODOPA X 10TAB (BLISTER) GENFAR,2.3,0,2.3,488,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
ALIMENTOS,7591285000470,004796,CARBO NEUTRO 450 GR GAMMA,13.108,0,13.108,17,2025-04-05 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601303176,004652,CARBONATO DE CALCIO (APLACAL) 750 MG X 10 TAB MAST SABOR BANANA (SIEGFRIED),3.2,0,3.2,11,2023-08-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601303169,005049,CARBONATO DE CALCIO (APLACAL) 750 MG X 10 TAB MAST SABOR MANDARINA (SIEGFRIED),3.2,0,3.2,50,2024-02-28 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592601303152,004275,CARBONATO DE CALCIO (APLACAL) 750 MG X 10 TAB MAST SABOR MENTA (SIEGFRIED),3.2,0,3.2,17,2024-02-28 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906089281502,004350,CARBONATO DE LITIO 300MG X 10 TBLETAS JMW,1.2,0,1.2,266,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7591243807868,000321,CARBONATO DE LITIO 300MG X 20 CAP (CAJA) BIOTECH,6.25,0,6.25,37,2025-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906032830825,001770,CARBOPLATINO (ONCOLOGICO) 450 MG / 45 ML AMP I . V ADN MEDICAL,28,0,28,4,2022-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
ALIMENTOS,7591285000135,004797,CARBOPROTEIN SABOR A FRESA 350 GR GAMMA,17.4,0,17.4,17,2025-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592710000416,003524,CARDO LECHOZO (REGENERADOR HEPATICO) 370 MG X 60 CAP (HERBAPLANT),6.85,0,6.85,89,2025-02-23 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,CARETAAD,003832,CARETA DE ADULTO PROTECTORA,0.7,0,0.7,2697,2026-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,CARETAPED,003831,CARETA DE NIÑO PROTECTORA,1.3,0,1.3,290,2026-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592710000959,003523,CARTILAGO DE TIBURON + UÑA DE GATO (ANTIINFLAMATORIO) 250 MG X 60 CAP (HERBAPLANT),6.85,0,6.85,58,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592710000423,005142,CARTILAGO DE TIBURON 700 MG X 60 CAPSULAS (HERBA),7.5,0,7.5,46,2024-11-18 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598833000067,004490,CARVEDIILOL 12.5 MG X 30 TABLETAS (LAB.VERMA),3.15,0,3.15,100,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906112610460,001890,CARVEDILOL  (CARVIHEM) 12.5 MG  X  20 TAB ADN MEDICAL (CAJA),1.8,0,1.8,751,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7895296261012,000322,CARVEDILOL (CARDBET) 12.5MG X 30COM (CAJA),3,0,3,117,2023-06-27 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8906130230039,002754,CARVEDILOL 12.5 MG X 10 TAB (BRIX),1.1,0,1.1,359,2023-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598176000267,002653,CARVEDILOL 12.5 MG X 30 TAB ANGELUS (CAJA),2.9,0,2.9,75,2024-04-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000267,000323,CARVEDILOL 12.5MG X 10 TAB LAND,1.1,0,1.1,582,2024-09-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,1890418783171,000325,CARVEDILOL 12.5MG X 10TAB CARDIBIOL (BIOVENEZUELA) (BLISTER),1,0,1,838,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000274,000327,CARVEDILOL 25MG X 10TAB LAND (BLISTER),1.1,0,1.1,448,2024-06-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,6930169708377,000330,CARVEDILOL 6.25MG X 10 TAB BLUEMEDICAL (BLISTER),0.7,0,0.7,1,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598008000250,000331,CARVEDILOL 6.25MG X 10 TAB LAND (BLISTER),0.8,0,0.8,1500,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7895296261043,001407,CARVEDILOL 6.25MG X 30 COMP (CARDBET) (CAJA),2.7,0,2.7,177,2023-05-18 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592946006008,003389,CASCARA SAGRADA (LAXANTE) 300 MG X60 CAP (ARCO),8.2,0,8.2,41,2023-12-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,733739100245,004919,CASCARA SAGRADA 450 MG X 100 CAPSULAS NOW,12.6,0,12.6,12,2025-08-15 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,8906040616992,001989,CASPOACTIVE 50MG (CASPOFUNGIN) I.V AMP ASIA,50,0,50,210,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592946007104,003388,CASTAÑO DE INDIA 400 MG X 60 CAP (ARCO),7.7,0,7.7,59,2025-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7592710000454,005143,CASTAÑO DE INDIA 450 MG X 60 CAP (HERBA),6.85,0,6.85,40,2024-02-02 00:00:00,,0,,,,,,,,,,,,,,,,
MMQ,7592162003539,003904,CATETER LEVIN FR 12 X 1 (GAESCA),1.7,0,1.7,48,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7596347805598,004217,CEE-DEE-ZINC (VIT C- VIT D3- ZINC) X 10 TAB MAST SABOR NARANJA (DPT),1.35,0,1.35,1122,2023-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7707035510124,002709,CEFALEXINA (CEPRAX) SUSP 250 MG / 5 ML 60 ML (ANGLOPHARMA),3.25,0,3.25,28,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7703763996179,005279,CEFALEXINA 250 MG POLVO PARA SOL ORAL 60 ML LASANTE,3.25,0,3.25,4,2023-09-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,CEF0101,005081,CEFALEXINA 250MG SUSP ORAL 60ML BALAXI,2.65,0,2.65,725,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7467217700759,000339,CEFALEXINA 250MG/5ML 60ML JBE S.R.L,2.95,0,2.95,322,2025-02-05 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7702195072093,004200,CEFALEXINA 500MG X10 SANFER,3,0,3,119,2024-01-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,7706569001160,002710,CEFALEXINA SUSP ORAL 250 MG / 5 ML 60 ML AG,3.25,0,3.25,422,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,652931974235,000344,CEFALOTINA 1G EL MORRO AMP,1.2,0,1.2,241,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236120900,004008,CEFALOTINA 1G I.M. / I.V. AMP VITALIS,1.2,0,1.2,28,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236123307,001394,CEFEPIMA 1GR I.M/I.V AMP VITALIS,2.6,0,2.6,419,2025-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598008001141,004207,CEFEPIME 1000 MG POLVO P INY USO I.M/ I.V AMP (LAND),3.4,0,3.4,100,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES- OTROS,,005124,CEFIXIMA  100 MG SUSP. ORAL 30 ML (ZAKI),3.05,0,3.05,23,2024-11-30 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598252000204,004512,CEFIXIMA (DEFALOX) 400 MG X 10 TABLE (DISTRILAB),9.8,0,9.8,41,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,7598869000291,003960,CEFIXIMA 400 MG X 7 TAB (CAJA) NIO,7.3,0,7.3,18,2023-07-01 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,6921875010809,000348,CEFIXIMA 400MG X 10 CAP KMPLUS,9.65,0,9.65,558,2024-07-31 00:00:00,,0,,,,,,,,,,,,,,,,
TABLETAS,8904278576460,002706,CEFIXIME (UNIXIME) 400 MG X 10 TAB UNIPHARMA (CAJA),11.2,0,11.2,178,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,757817301478,000350,CEFOPERAZONA SULBACTAM 1.5G AMP DYNALAB,2.4,0,2.4,462,2023-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236121341,001827,CEFOTAXIMA 1MG (I.M/I.V) AMP VITALIS,1.2,0,1.2,493,2023-05-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7598008000809,003171,CEFOTAXIMA SOL INY USO I.M / I.V 1 G (LAND),1.1,0,1.1,50,2023-03-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7709977131955,002104,CEFRADINA AMP 1 GR ( VITALIS),1.32,0,1.32,297,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,7707236121969,000353,CEFTAZIDIMA 1G I.M/I.V AMP VITALIS,2.65,0,2.65,292,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,
AMPOLLA Y SOLUCIONES,6921875006468,003984,CEFTRIAXONA (CEFTRON - BIO) 1G I.M/I.V X 1 AMP BIOVZLA,1.1,0,1.1,1709,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,
