Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
4431,FLUOXETINA COM 20 MG X 30  OFA      ,0,957,O.F.A. C.A.                        ,7594002080601,MEDICINAS                     ,0.01,0,0,0,,0,,
4433,LAXOVAR CAPB X 10                   ,0,1011,"INFINITY PHARMA XXI, C.A.          ",7592349718409,MEDICINAS                     ,0.01,0,0,0,,0,,
4437,VITAVISION CAP X 30                 ,LUTEINA/ZEAXANTINA/ZINC/COBRE,508,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196003201,MEDICINAS                     ,11.04,0,0,0,,30,,
4438,SAFORELLE SOL LIMP SVE X 100 ML     ,0,114,MEDIFARM INVERSIONES Y             ,7591096000843,MEDICINAS                     ,0.01,0,0,0,,0,,
2521,BALSADER PDA X 30 G                 ,SALIC DE METILO/EUCALIP/ALCANF,272,LAB. KIMICEG                       ,7592616030012,MEDICINAS                     ,8.01,465,0.15,0,6.8084999999999996,30,,0
4464,DORICUM AMP 50MG/10ML X 5 ROCHE     ,0,740,"PRODUCTOS ROCHE, S.A.              ",7896226504001,MEDICINAS                     ,0.01,0,0,0,,0,,
90926,BARGONIL UNG 2% X 30 G              ,TRIBENOSIDO/HEPARINOIDE,240,"MEGALABS VZL, C.A.                 ",7591955000052,MEDICINAS                     ,74.03,400,0,0,74.03,30,,0
4470,CEFTAZIDIMA AMP PVO IV 1 G X 1 GC   ,0,927,"GENERICO DE CALIDAD GC,C.A.        ",7591136000734,MEDICINAS                     ,0.01,0,0,0,,0,,
4472,GENTEAL GEL OFT X 10 G              ,0,9,"ALCON PHARMACEUTICAL, C.A.         ",7590019000328,MEDICINAS                     ,0.01,0,0,0,,0,,
4473,REDOXON COME VITC/ZINC X 10         ,0,41,"BAYER, S.A.                        ",7793640790372,MEDICINAS                     ,0.01,0,0,0,,0,,
4486,CLARICORT JBE SOL ORAL X 60 ML  SP  ,0,41,"BAYER, S.A.                        ",7591099159005,MEDICINAS                     ,0.01,0,0,0,,0,,
4489,NEBILET COM 5 MG X 28               ,0,568,"LABORATORIOS LETI, S.A.V. *LETICAR*",7591585210975,MEDICINAS                     ,0.01,0,0,0,,0,,
4502,BRAL INY 2 ML X 100                 ,0,512,"BIOTECH LABORATORIOS, C.A.         ",7591243806601,MEDICINAS                     ,0.01,0,0,0,,0,,
4513,SIMVASTATINA TAB 20 MG X 20  DALIOL ,0,621,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601300878,MEDICINAS                     ,0.01,0,0,0,,0,,
4516,VASTAN TAB 20 MG X 10   MEYER       ,0,621,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601200987,MEDICINAS                     ,0.01,0,0,0,,0,,
9756,BARGONIL UNG RECTAL X 10 G          ,TRIBENOSIDO/HEPARINOIDE/LIDOCA,240,"MEGALABS VZL, C.A.                 ",7591955000045,MEDICINAS                     ,44.16,32,0,0,44.16,30,,0
25058,BAROXTAN TAB/REC 15 MG X 30         ,0,1243,ZORIAK C.A                         ,8906104081032,MEDICINAS                     ,71.43,188,0.1,0,64.287,0,,0
25059,BAROXTAN TAB/REC 20 MG X 30         ,0,1243,ZORIAK C.A                         ,8906104081049,MEDICINAS                     ,90.91,172,0.1,0,81.819,0,,0
4536,SINGULAIR SOB GRN PED 4 MG X 10     ,0,594,"MSD FARMACEUTICA,C.A               ",7441033695420,MEDICINAS                     ,0.01,0,0,0,,0,,
4537,SINGULAIR SOB GRN PED 4 MG X 30     ,0,594,"MSD FARMACEUTICA,C.A               ",7441033695529,MEDICINAS                     ,0.01,0,0,0,,0,,
4539,"ULTRACET TAB 37,5MG/325MG X 10.     ",0,453,"JANSSEN CILAG, C.A.                ",7592262000438,MEDICINAS                     ,0.01,0,0,0,,0,,
4541,FUXAL UNG  X  30 G                  ,0,76,COMPAÑÍA ANONIMA FARMACEUTICA      ,7592636000200,MEDICINAS                     ,0.01,0,0,0,,0,,
4544,FLUVAL CAP 150 MG X 2               ,0,946,"LABORATORIOS VALMOR, C.A.          ",7591020001199,MEDICINAS                     ,0.01,0,0,0,,0,,
16884,BARROCUTINA GEL FAC INVISIBLE X 20 G,POLIHIDROXIACIDOS,1128,"LABORATORIOS FC PHARMA, C.A.       ",7593090002199,MEDICINAS                     ,11.43,63,0.05,0,10.8585,21,,0
20040,BARROCUTINA GEL LIMPIADOR FACIAL 120,POLIHIDROXIACIDOS,1128,"LABORATORIOS FC PHARMA, C.A.       ",7593090002397,MEDICINAS                     ,17.81,28,0.05,0,16.9195,21,,0
20043,SUPER PROTEIN AMINOS TAB X100 PHARMA,AMINOACIDOS,1255,"GRUPO PHARMATECH, C.A              ",7597189171018,MEDICINAS                     ,36.66,0,0.2,0,,30,,
4579,SECNIDAZOL TAB 1 G X 2 GENVEN       ,0,571,"LABORATORIOS LETI, S.A.V.          ",7591585175106,MEDICINAS                     ,5.52,0,0,0,,0,,
4583,CLARITYNE TAB 10 MG X 10            ,0,116,"BAYER, S.A. *ASCENSIA*             ",7591099149907,MEDICINAS                     ,0.01,0,0,0,,0,,
10414,BEDOYECTA INY.VIT.B12-B6-B1 X1 JER  ,VIT B1/B6/B12,328,"FARMA, S.A.                        ",7592229002123,MEDICINAS                     ,23.87,167,0,0,23.87,30,,0
18948,BEDUCIS CREM C/GLICERINA 200 ML     ,NO APLICA,1271,"BOOZ LABORATORIO VGME, C.A         ",7597072000319,MEDICINAS                     ,20.51,26,0,0,20.51,0,,0
23150,DIANALPER GEL 1.16% X 30 G          ,DICLOFENAC DIETILAMINA,352,"LABORATORIOS LA SANTE, C.A. *PHQ CO",7592454003339,MEDICINAS                     ,12.43,0,0.15,0,,30,,
8957,BELOC TAB 100 MG X 10               ,ATENOLOL,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601100188,MEDICINAS                     ,14.29,213,0.1,0,12.860999999999999,21,,0
20337,BELOC TAB 100 MG X 20               ,ATENOLOL,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601100195,MEDICINAS                     ,20.13,65,0.1,0,18.116999999999997,21,,0
4647,ERILON LOC X 10 ML                  ,0,511,"BIOTECH LABORATORIOS, C.A.         ",75901035,MEDICINAS                     ,0.01,0,0,0,,0,,
4660,SILDENAFIL COM 100 MG X 5 OFA       ,0,659,O.F.A. C.A.                        ,7594002081158,MEDICINAS                     ,0.01,0,0,0,,0,,
4666,CIPROFLOXACINA AMP IV 200 MG /100  X,0,927,"GENERICO DE CALIDAD GC,C.A.        ",7591136000741,MEDICINAS                     ,0.01,0,0,0,,0,,
8956,BELOC TAB 50 MG X 10                ,ATENOLOL,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601100164,MEDICINAS                     ,7.79,263,0,0,7.79,21,,0
4676,ITAKA COM 50 MG X 2                 ,0,238,"MEGALABS VZL, C.A                  ",7730698003405,MEDICINAS                     ,0.01,0,0,0,,0,,
4687,ALENDRONATO TAB 70 MG X 4 CALOX     ,0,924,"CALOX INTERNATIONAL, C.A.*REGULAD* ",7591519004885,MEDICINAS                     ,0.01,0,0,0,,0,,
4689,AMITAFEN TAB 500 MG X    20         ,0,925,"CALOX INTERNATIONAL, C.A.          ",7591519004878,MEDICINAS                     ,0.01,0,0,0,,0,,
4692,IBUPROFEN SUS PED 100 MG/5 X 60 ML G,0,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585177704,MEDICINAS                     ,0.01,0,0,0,,0,,
7555,BENCIDAMINA SOL BUCAL X 120 ML COF  ,BENCIDAMINA,481,"LABORATORIOS COFASA, S.A.          ",7591818139004,MEDICINAS                     ,12.09,149,0,0,12.09,30,,0
4696,LITUSIX JBE SIMPLE ADU X 120 ML     ,0,305,"ESPECIALIDADES DOLLDER, C.A.       ",7592803001719,MEDICINAS                     ,0.01,0,0,0,,0,,
4845,BENDAMEN TAB 100 MG X 6             ,MEBENDAZOL,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601100218,MEDICINAS                     ,9.09,817,0.05,0,8.6355,21,,0
7034,BENFLUX JBE 120 ML                  ,AMBROXOL,184,LABORATORIOS POLITECNICOS          ,7592348203005,MEDICINAS                     ,15.13,185,0,0,15.13,0,,0
4723,CIPROXINA XR TAB 500 MG X 3         ,0,43,"BAYER, S.A.                        ",7591165810342,MEDICINAS                     ,0.01,0,0,0,,0,,
4725,AVADEN COM X 28                     ,0,43,"BAYER, S.A.                        ",7896116861542,MEDICINAS                     ,0.01,0,0,0,,0,,
4731,LOFTYL TAB 300 MG X 20              ,0,33,"LABORATORIOS BIOPAS, S.A.          ",7591142000858,MEDICINAS                     ,0.01,0,0,0,,0,,
4734,FLORCIDIN PVO SUS 10.000 MU X 1 G X ,0,511,"BIOTECH LABORATORIOS, C.A.         ",7591243818079,MEDICINAS                     ,0.01,0,0,0,,0,,
4735,FLORCIDIN CAPB 5.000 MU X10         ,0,511,"BIOTECH LABORATORIOS, C.A.         ",7591243818055,MEDICINAS                     ,0.01,0,0,0,,0,,
4736,ZYPREXA AMP IM 10 MG/2ML X 1        ,0,289,"ELI LILLY Y COMPAÑIA DE VENEZUELA, ",7795990001238,MEDICINAS                     ,0.01,0,0,0,,0,,
4757,"FEDYCLAR GTA PED 0,5/6,0MG/MLX 60   ",0,41,"BAYER, S.A.                        ",7591099152105,MEDICINAS                     ,0.01,0,0,0,,0,,
7033,BENFLUX TAB X 20                    ,AMBROXOL,184,LABORATORIOS POLITECNICOS          ,7592348203104,MEDICINAS                     ,22.06,728,0,0,22.06,0,,0
4764,SAL DE FRUTA ENO LIMON SOB X 12     ,0,52,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",7441026000941,MEDICINAS                     ,0.01,0,0,0,,0,,
23134,ESOMEPRAZOL CAP 20 MG X 10 NUVI     ,ESOMEPRAZOL,1161,"NUVILLE INTERNATIONAL, C.A..       ",7269144520109,MEDICINAS                     ,10.45,0,0.12,0,,0,,
4777,VERACOR GRA 80 MG X 20              ,VERAPAMILO,481,"LABORATORIOS COFASA, S.A.          ",7591818118061,MEDICINAS                     ,8.03,0,0,0,,30,,
4789,ABILIFY TAB 15 MG X 10              ,0,68,"BRISTOL-MYERS DE VENEZUELA,S.C.A.  ",7750548000026,MEDICINAS                     ,0.01,0,0,0,,0,,
4791,ABILIFY TAB 20 MG X 10.             ,0,68,"BRISTOL-MYERS DE VENEZUELA,S.C.A.  ",7750548000040,MEDICINAS                     ,0.01,0,0,0,,0,,
24804,SOLFEM OVULOS 500 MG X 5            ,0,1019,"SNC PHARMA, C.A.                   ",788070698654,MEDICINAS                     ,26.43,0,0.15,0,,30,,
4806,ALL 26 PLUS MULTIVITAM TAB X60 FDC  ,0,393,"INVERSIONES ADAMAS, S.A.           ",755244059726,MEDICINAS                     ,0.01,0,0,0,,0,,
4813,LECITHIN CONCENTRATED CAP X 60 FDC  ,0,393,"INVERSIONES ADAMAS, S.A.           ",755244095069,MEDICINAS                     ,0.01,0,0,0,,0,,
4814,MAGNESIUM TAB 100 MG X 50   FDC     ,0,393,"INVERSIONES ADAMAS, S.A.           ",755244066021,MEDICINAS                     ,0.01,0,0,0,,0,,
4815,MELATONIN + VIT B6 TAB X 30 ADAMAS  ,0,393,"INVERSIONES ADAMAS, S.A.           ",755244091269,MEDICINAS                     ,0.01,0,0,0,,0,,
4818,POLYSTERON ORG INY 250 MG X 1ML C/  ,0,183,"ASPEN VENEZUELA, C.A.              ",7591099820806,MEDICINAS                     ,0.01,0,0,0,,0,,
4830,BIOKETOF AMP 100 ML/5ML  X 6        ,0,542,"LABORATORIOS BIOGALENIC,C.A.       ",7592804001602,MEDICINAS                     ,0.01,0,0,0,,0,,
98627,BENZODIAZOL TAB/MAST S/LIMON X 16   ,DECUALINIO/LIDOCAINA,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601301561,MEDICINAS                     ,12.34,419,0,0,12.34,21,,0
4439,BENZODIAZOL TAB/MAST S/MENTA X 16   ,DECUALINIO/LIDOCAINA,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601100881,MEDICINAS                     ,12.34,231,0,0,12.34,21,,0
94044,"BEPRODERM CRM 0,05%-0,1% X 15GR     ",0,511,"BIOTECH LABORATORIOS, C.A.         ",7591244803609,MEDICINAS                     ,19.78,144,0,0,19.78,0,,0
6249,BEPROSPEN SUS INY 7 MG/ML X 1 AMP   ,0,511,"BIOTECH LABORATORIOS, C.A.         ",7591243803730,MEDICINAS                     ,35.06,398,0,0,35.06,0,,0
4846,BENDAMEN SUSP 100MG/5ML X 30 ML     ,MEBENDAZOL,622,"MEYER PRODUCTOS TERAPEUTICOS, S.A. ",7592601100201,MEDICINAS                     ,10.39,0,0,0,,21,,
4849,NOVALCINA COM 0.5 G X 100           ,0,933,"MEDLEY FARMACEUTICA,S.A.           ",7591044001960,MEDICINAS                     ,0.01,0,0,0,,0,,
4851,SALBUROL SUS AER P/INHAL 10ML 200   ,0,946,"LABORATORIOS VALMOR, C.A.          ",7591020001632,MEDICINAS                     ,0.01,0,0,0,,0,,
4862,SUVIT GTA X 20 ML                   ,VIT B1/B2/B6/B12,481,"LABORATORIOS COFASA, S.A.          ",7591818111062,MEDICINAS                     ,8.19,0,0,0,,30,,
4872,GENTALYN AMP 160 MG 2 ML X 1        ,0,594,"MSD FARMACEUTICA,C.A               ",7591099106603,MEDICINAS                     ,0.01,0,0,0,,0,,
4877,LORATADINA COM 10 MG X 10 SPEFAR    ,0,474,"LABORATORIOS SPEFAR VENEZOLANOS,S.A",7590027000662,MEDICINAS                     ,0.01,0,0,0,,0,,
4878,LORATADINA JBE PED 1 MG/ML X 60 ML S,0,474,"LABORATORIOS SPEFAR VENEZOLANOS,S.A",7590027000679,MEDICINAS                     ,0.01,0,0,0,,0,,
4880,FLUCONAZOL CAP 150 MG X 2   SPEFAR  ,FLUCONAZOL,474,"LABORATORIOS SPEFAR VENEZOLANOS,S.A",7590027000563,MEDICINAS                     ,0.51,0,0,0,,0,,
4883,CIPROFLOXACINA COM 500 MG X 6 SPEFAR,CIPROFLOXACINA,474,"LABORATORIOS SPEFAR VENEZOLANOS,S.A",7590027000358,MEDICINAS                     ,0.25,0,0,0,,0,,
4885,CIPROFLOXACINA COM 750 MG X 6 SPEFAR,CIPROFLOXACINA,474,"LABORATORIOS SPEFAR VENEZOLANOS,S.A",7590027001010,MEDICINAS                     ,0.73,0,0,0,,0,,
13658,BERRO JBE 240 ML                    ,EXTRACTO BERRO,134,"ARCO IRIS LABORATORIOS, C.A.       ",7592946168560,MEDICINAS                     ,24.42,267,0.1,0,21.978,30,,0
99600,BETADERM CREM 0.05% X 15 G          ,BETAMETASONA,511,"BIOTECH LABORATORIOS, C.A.         ",7591243804140,MEDICINAS                     ,19.14,2354,0,0,19.14,0,,0
4893,SUPRADYN TAB X 30                   ,0,41,"BAYER, S.A.                        ",7793640551751,MEDICINAS                     ,0.01,0,0,0,,0,,
4905,ZANTAC TAB 150 MG X 20              ,0,1013,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",7501043176675,MEDICINAS                     ,0.01,0,0,0,,0,,
4907,MARVELOM COM X 21                   ,0,594,"MSD FARMACEUTICA,C.A               ",7591099810203,MEDICINAS                     ,0.01,0,0,0,,0,,
4908,MERCILON COM X 21                   ,0,594,"MSD FARMACEUTICA,C.A               ",7591099810104,MEDICINAS                     ,0.01,0,0,0,,0,,
11436,OMEGA 3 CAP 1000 MG X 100           ,ACEITE DE PESCADO,859,"NOW DE VENEZUELA, C.A.             ",733739100092,MEDICINAS                     ,50.91,0,0.15,0,,0,,
4922,LACRIMART SOL OFT X 15 ML           ,0,1025,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196000293,MEDICINAS                     ,0.01,0,0,0,,0,,
4927,SOLGENTA SOL OFT X 5 ML             ,0,1025,"LABORATORIOS L.O. OFTALMI, C.A.    ",7591196000446,MEDICINAS                     ,0.01,0,0,0,,0,,
4930,VALCOTE ER TAB 500 MG LP X 30       ,0,7,"ABBOTT LABORATORIES, C.A.          ",7591142000636,MEDICINAS                     ,0.01,0,0,0,,0,,
4155,BETADERM GENTAMICINA CREM X 15 G    ,BETAMETASONA/GENTAMICINA,511,"BIOTECH LABORATORIOS, C.A.         ",7591243804041,MEDICINAS                     ,20.13,1433,0,0,20.13,0,,0
4949,ALBENDAZOL COM 200 MG X 2 GENVEN    ,0,566,"LABORATORIOS LETI, S.A.V. *REG*    ",7591585178329,MEDICINAS                     ,0.01,0,0,0,,0,,
4950,ALBENDAZOL SUS 400 MG X 10 ML GENVEN,0,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585178305,MEDICINAS                     ,0.01,0,0,0,,0,,
4988,ALLEGRA COM/REV 120 MG X 10         ,FEXOFENADINA,1283,CASA DE REPRESENTACION FARMACEUTICA,7891058168049,MEDICINAS                     ,37.66,0,0,0,,21,,
4997,FLIXOTIDE INH 50MCG X 120 DOS.134A  ,0,355,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",7861028101079,MEDICINAS                     ,0.01,0,0,0,,0,,
5001,ROCEPHIN AMP I.M 1 G X 1            ,0,745,"PRODUCTOS ROCHE, S.A. *HOSP*       ",7653016412638,MEDICINAS                     ,0.01,0,0,0,,0,,
5002,ROCEPHIN AMP I.V 1 G X 1            ,0,745,"PRODUCTOS ROCHE, S.A. *HOSP*       ",7592615001389,MEDICINAS                     ,0.01,0,0,0,,0,,
5015,FLEGYL AMP.I.V.PLASTIBAG X 100 ML   ,0,933,"MEDLEY FARMACEUTICA,S.A.           ",7591044400749,MEDICINAS                     ,0.01,0,0,0,,0,,
5017,CEBION TABE 1 G TUBX10 NARANJA      ,0,615,"MERCK,S.A. *LINEA CHC*             ",7592573001483,MEDICINAS                     ,0.01,0,0,0,,0,,
5026,MACRODANTINA CAP 100 MG X 40        ,0,1082,LABORATORIOS FARMA S.A             ,7592229001843,MEDICINAS                     ,0.01,0,0,0,,0,,
5027,FENTOINAL AMP 2 ML X 1              ,0,239,"MEGALABS VZL, C.A.                 ",7591955000366,MEDICINAS                     ,0.01,0,0,0,,0,,
5033,PROVIRON TAB 25 MG X 20             ,0,43,"BAYER, S.A.                        ",7896116861054,MEDICINAS                     ,0.01,0,0,0,,0,,
5036,VANDOL UNG X 20 G                   ,0,41,"BAYER, S.A.                        ",7591099192309,MEDICINAS                     ,0.01,0,0,0,,0,,
5042,VYTORIN TAB 10/10 MG X 14           ,0,594,"MSD FARMACEUTICA,C.A               ",7501326029384,MEDICINAS                     ,0.01,0,0,0,,0,,
5045,VYTORIN TAB 10/20 MG X 14           ,0,594,"MSD FARMACEUTICA,C.A               ",7501326029414,MEDICINAS                     ,0.01,0,0,0,,0,,
5046,VYTORIN TAB 10/40 MG X 14           ,0,594,"MSD FARMACEUTICA,C.A               ",7501326029438,MEDICINAS                     ,0.01,0,0,0,,0,,
5050,VYTORIN TAB 10/80 MG X 14           ,0,594,"MSD FARMACEUTICA,C.A               ",7501326029445,MEDICINAS                     ,0.01,0,0,0,,0,,
95735,BETADERM PLUS CREM X 15 G           ,CLOTRIMAZOL/BETAMETASONA/GENTA,511,"BIOTECH LABORATORIOS, C.A.         ",7591243804164,MEDICINAS                     ,21.82,3024,0,0,21.82,0,,0
5063,PRESARTAN COM 50 MG X 10            ,0,239,"MEGALABS VZL, C.A.                 ",7594000490563,MEDICINAS                     ,0.01,0,0,0,,0,,
5066,OMEPRAZOL CAP 20 MG X 10    OFA     ,0,957,O.F.A. C.A.                        ,7594002080762,MEDICINAS                     ,0.01,0,0,0,,0,,
5070,IBUPROFEN COM 400 MG X 10 GENVEN    ,0,566,"LABORATORIOS LETI, S.A.V. *REG*    ",7591585277602,MEDICINAS                     ,0.01,0,0,0,,0,,
5072,ACETAMINOFEN JBE PED X 120 ML GENVEN,0,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585177759,MEDICINAS                     ,0.01,0,0,0,,0,,
5077,ACETAMINOFEN COM 500 MG X 20 GENVEN ,0,361,"GENVEN GENERICOS VENEZOLANOS, S.A. ",7591585176653,MEDICINAS                     ,0.01,0,0,0,,0,,
18945,BETAGEMER CREM 0.1%/0.1% X 20 G     ,BETAMETASONA/GENTAMICINA,1271,"BOOZ LABORATORIO VGME, C.A         ",7597072000289,MEDICINAS                     ,13.71,165,0,0,13.71,0,,0
4359,BETAGEN AMP 4MG/1ML X 1             ,BETAMETASONA,511,"BIOTECH LABORATORIOS, C.A.         ",7591243804287,MEDICINAS                     ,19.16,2127,0.05,0,18.202,0,,0
460,BETAGEN SOLSPEN AMP 1 ML X  1       ,FOSFATO BETAMETASONA/ACETATO B,511,"BIOTECH LABORATORIOS, C.A.         ",7591243804409,MEDICINAS                     ,28.18,9846,0,0,28.18,0,,0
5090,SCHERIPROCT PDA X 15 G              ,0,168,"BAYER, S.A. *SCHERING*             ",7501303461541,MEDICINAS                     ,0.01,0,0,0,,0,,
94008,BETAHISTINA TAB 16 MG X 20 LA SANTE ,BETAHISTINA,348,"LABORATORIOS LA SANTE, C.A.*ELTER  ",7592454002400,MEDICINAS                     ,29.01,1901,0,0,29.01,30,,0
5107,TANTUM TOPICO BUCAL 240 ML          ,BENCIDAMINA,488,"LABORATORIOS ELMOR,S.A.*O.T.C*     ",7591062011538,MEDICINAS                     ,13.95,0,0,0,,0,,
5116,DITOSIL SUS X 320 ML                ,0,41,"BAYER, S.A.                        ",7591099227704,MEDICINAS                     ,0.01,0,0,0,,0,,
5117,DITOSIL TAB X 30                    ,0,41,"BAYER, S.A.                        ",7591099207805,MEDICINAS                     ,0.01,0,0,0,,0,,
18944,BETAMER CREM 0.1% X 20 G            ,BETAMETASONA,1271,"BOOZ LABORATORIO VGME, C.A         ",7597072000265,MEDICINAS                     ,14.18,200,0,0,14.18,0,,0
23718,"BETAMETASONA CREM 0,05% X 20 G MVGA ",BETAMETASONA,1454,"MVGA, C.A                          ",7750215023396,MEDICINAS                     ,12.58,456,0,0,12.58,0,,0
2117,BETAMETASONA INY 4 MG/1 ML X 1 GENCE,BETAMETASONA,547,"LABORATORIOS VALMOR, C.A.          ",7591020003209,MEDICINAS                     ,13.38,123,0.03,0,12.9786,18,,0
5148,LAMICTAL COM 5 MG X 30              ,0,355,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",7501043177313,MEDICINAS                     ,0.01,0,0,0,,0,,
207,SAVER COM 500 MG X 5                ,AZITROMICINA,958,"LABORATORIOS ELMOR, S.A.           ",7591062010210,MEDICINAS                     ,17.06,0,0,0,,0,,
5154,GYNO DAKTARIN DUAL TRAT/1DIA C/O    ,0,453,"JANSSEN CILAG, C.A.                ",7592262000445,MEDICINAS                     ,0.01,0,0,0,,0,,
5155,ZANTAC TAB 300 MG X 10              ,0,1013,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",7501043176682,MEDICINAS                     ,0.01,0,0,0,,0,,
5156,MEGAVITON HEPA CAPB X 50            ,0,125,INTERNATIONAL COSMECEUTICALS       ,14457112629,MEDICINAS                     ,0.01,0,0,0,,0,,
5158,EUMOVATE CRM X 15 G                 ,0,355,"GLAXOSMITHKLINE VENEZUELA, C.A.    ",7592485611206,MEDICINAS                     ,0.01,0,0,0,,0,,
5167,DENCORUB AER X 150 ML               ,0,519,"LABORATORIOS PONCE, C.A.           ",7591309000127,MEDICINAS                     ,0.01,0,0,0,,0,,
5176,PROTOSULFIL CREM TARRO X 175 G      ,SULFADIAZINA PLATA,240,"MEGALABS VZL, C.A.                 ",7591955001493,MEDICINAS                     ,89.61,0,0,0,,30,,
1848,BETARRETIN GEL AL 0.025% X 30 G     ,AC RETINOICO,240,"MEGALABS VZL, C.A.                 ",7591619517834,MEDICINAS                     ,44.16,74,0,0,44.16,30,,0
5178,ORALITE SALES SOB X 27.9 G          ,0,922,"ZUOZ PHARMA,S.A.                   ",7592349858945,MEDICINAS                     ,0.01,0,0,0,,0,,
5180,TRIVASTAL GRA A.P.50 MG X 15        ,0,751,LABORATORIOS SERVIER S.A.          ,7592788000103,MEDICINAS                     ,0.01,0,0,0,,0,,
5181,TABULAN COM 50 MG X 20              ,0,511,"BIOTECH LABORATORIOS, C.A.         ",7591244849362,MEDICINAS                     ,0.01,0,0,0,,0,,
5182,VOLTAREN L.P GRA 100 MG X 10        ,0,718,"NOVARTIS DE VENEZUELA, S.A.        ",7590019030646,MEDICINAS                     ,0.01,0,0,0,,0,,
5183,TRAZEL INY X 10 ML X 6              ,CLORURO DE ZINC,376,"LABORATORIO BEHRENS, C.A.          ",7592637005013,MEDICINAS                     ,11.9,0,0,0,,0,,
1847,BETARRETIN LOC AL 0.05% X 60 ML     ,AC RETINOICO,240,"MEGALABS VZL, C.A.                 ",7703333007007,MEDICINAS                     ,59.74,127,0,0,59.74,30,,0
5189,SAFORELLE CRM AL 2% X 50 ML         ,0,114,MEDIFARM INVERSIONES Y             ,7591096001253,MEDICINAS                     ,0.01,0,0,0,,0,,
5193,LOGANIL GTA PED X 30 ML   AREX      ,0,8,"BIOTECH LABORATORIOS, C.A.         ",75919474,MEDICINAS                     ,0.01,0,0,0,,0,,
5201,KETOPROFENO AMP 100 MG/2 ML X 2 GENV,KETOPROFENO,571,"LABORATORIOS LETI, S.A.V.          ",7591585170781,MEDICINAS                     ,15.01,0,0,0,,21,,
5204,SULTAMICILINA SUSP PED 250MG X 60 SP,SULTAMICILINA,474,"LABORATORIOS SPEFAR VENEZOLANOS,S.A",7590027000921,MEDICINAS                     ,0.06,0,0,0,,0,,
5221,TILIUM TAB 10 MG X 60               ,0,453,"JANSSEN CILAG, C.A.                ",7501109908134,MEDICINAS                     ,0.01,0,0,0,,0,,
5227,LOPRESOR COM 100 MG X 20            ,0,718,"NOVARTIS DE VENEZUELA, S.A.        ",7590019030325,MEDICINAS                     ,0.01,0,0,0,,0,,
24939,"BETASALIC LOC  0,05%/2% X 30ML      ",0,1161,"NUVILLE INTERNATIONAL, C.A..       ",7410091660268,MEDICINAS                     ,35.06,55,0,0,35.06,0,,0
5244,CIPROXINA XR TAB L.P. 1000 MG X 3   ,0,43,"BAYER, S.A.                        ",7591165810410,MEDICINAS                     ,0.01,0,0,0,,0,,
5246,CIPROXINA XR TAB L.P. 1000 MG X 1   ,0,43,"BAYER, S.A.                        ",7591165810403,MEDICINAS                     ,0.01,0,0,0,,0,,
5253,TACHIPIRIN SUP 125 MG PED X 6 ELMOR ,ACETAMINOFEN,488,"LABORATORIOS ELMOR,S.A.*O.T.C*     ",7591062011361,MEDICINAS                     ,2.06,0,0,0,,0,,
5256,PEREBRON JBE ADU X 120 ML           ,OXOLAMINA,488,"LABORATORIOS ELMOR,S.A.*O.T.C*     ",7591062011217,MEDICINAS                     ,13.45,0,0,0,,0,,
23096,BUTILBROM D/HIOSC TAB 10 MG X 14 LAT,HIOSCINA,1429,CASA DE REPRESENTACION LATTAN MEDIC,720524031129,MEDICINAS                     ,19.58,0,0.1,0,,30,,
24940,"BETASALIC UNG 0,05%/3%              ",0,1161,"NUVILLE INTERNATIONAL, C.A..       ",7780201379626,MEDICINAS                     ,35.06,58,0,0,35.06,0,,0
5266,AMPICILINA CAP 500 MG X 8 ELTER     ,0,928,"LABORATORIOS LA SANTE, C.A.* E.REG ",7703763060283,MEDICINAS                     ,0.01,0,0,0,,0,,
5267,AMPICILINA CAP 500 MG X 16   ELTER  ,0,928,"LABORATORIOS LA SANTE, C.A.* E.REG ",7703763060290,MEDICINAS                     ,0.01,0,0,0,,0,,
