Product,Cod. Bar,F.Price,Date,Qty,Drog
CEVAX CAP/BLD 500 MG X 15           ,7592432901381,16.1975,14/06/2022,,Cobeca
CEVAX CAP/BLD VIT C 500 MG 25 BLI X ,7592432000145,92.12,14/06/2022,,Cobeca
CEVAX CAP/BLD VIT C 500 MG X 30     ,7592432007649,27.9775,14/06/2022,,Cobeca
"CEVAX ZINC CAP/BLD 500/7,5 MG X 15  ",7592432000138,18.96,14/06/2022,,Cobeca
"CEVAX ZINC CAP/BLD 500/7,5 MG X 30  ",7592432900193,31.2,14/06/2022,,Cobeca
CEXTACIM AMP IV/IM 1 G X 1          ,75971243,5.238,05/06/2022,,Cobeca
CHANCA PIEDRA CAP 400 MG X 30       ,7592710003813,16.839000000000002,05/06/2022,,Cobeca
CHANCA PIEDRA CAP 400 MG X 60       ,7592710000478,26.307000000000002,05/06/2022,,Cobeca
CIATAL SOL INY 500 MG/ 2 ML X 9 MEYE,7592601303640,81.41,05/06/2022,,Cobeca
CICLOKAN AMP 500 MG/5 ML X 1        ,7594000491744,20.78,14/06/2022,,Cobeca
CICLOKAN COM/REC 500 MG X 21        ,7591619519227,62.34,14/06/2022,,Cobeca
CIFARCAINA HIPERBARA SOL 5% 2 ML X 2,7592637000193,454.55,15/05/2022,,Cobeca
CIFARCAINA SOL 1% X 100 ML          ,7592637000155,37.66,15/05/2022,,Cobeca
CINAREN CAP 75 MG X 20              ,7592803000118,23.38,15/05/2022,,Cobeca
CINAREN COM 25 MG X 50              ,7592803000101,32.47,15/05/2022,,Cobeca
CINNARIZINA CAP 75 MG X 10 CLX      ,7591519007060,11.29,14/06/2022,,Cobeca
CIPROALFA INF INY 200MG/100 ML      ,7468999187684,14.12,14/06/2022,,Cobeca
CIPROFIBRATO TAB 100 MG X 20 GENFAR ,7702605108626,30.35,14/06/2022,,Cobeca
CIPROFIBRATO TAB 100 MG X 30 LA SANT,7703763268863,39.848,14/06/2022,,Cobeca
CIPROFLOX TAB 500 MG X 12 ELMOR     ,7591062010487,19.23,15/05/2022,,Cobeca
CIPROFLOXACINA 200 MG/100 ML BMT    ,6930169708179,12.024,14/06/2022,,Cobeca
CIPROFLOXACINA COM 500 MG X 10 GNV  ,7591585573667,14.0553,05/06/2022,,Cobeca
CIPROFLOXACINA INY 200 MG/100ML IPS ,7597285000373,5.49,15/05/2022,,Cobeca
CIPROFLOXACINA TAB 500 MG X 10      ,614143659027,5.45,15/05/2022,,Cobeca
CIPROFLOXACINA TAB 500 MG X 14 CLX  ,7591519001716,14.288,14/06/2022,,Cobeca
CIPROFLOXACINA TAB 500 MG X 20 BLUE ,7598127001541,18,15/05/2022,,Cobeca
CIPROFLOXACINA TAB 500 MG X 6       ,7597758000077,4.9875,05/06/2022,,Cobeca
CIPROFLOXACINA TAB 500 MG X 6 KIMI  ,7592616100012,8.695500000000001,14/06/2022,,Cobeca
CIPROFLOXACINA TAB 500 MG X 6 LA SAN,7703763301133,8.29,14/06/2022,,Cobeca
CIPROFLOXACINA TAB/REC 500 MG X 6   ,7597285000090,5.25,15/05/2022,,Cobeca
CIPROLET TAB 500 MG X 20            ,8901148010062,17.22,15/05/2022,,Cobeca
CIPROQUIN INF 400 MG X 200 ML       ,7592637006683,29.87,15/05/2022,,Cobeca
CIPROQUIN SOL IV 2MG/ML 200 MG X 100,7592637000216,25.3895,15/05/2022,,Cobeca
CIPROTAN TAB 500 MG X 20            ,8903489000252,15.58,15/05/2022,,Cobeca
CIPROXINA INF 400 MG/200 ML         ,7591165810083,156.82,15/05/2022,,Cobeca
CIRGREL TAB/REC 75 MG X 30          ,7592454003315,28.64,14/06/2022,,Cobeca
CIRNAPREM CAP X 60 NAT PREM         ,7592430000086,36.48,15/05/2022,,Cobeca
CITICOLINA TAB 500 MG X 10          ,8904278577474,54.66,29/05/2022,,Cobeca
CITICOLINA TAB 500 MG X 30 CALOX    ,7591519316162,153.848,15/05/2022,,Cobeca
CITICOLINA TAB/REC 500 MG X 30 DIST ,7598252101819,107.423,29/05/2022,,Cobeca
CITRATO DE CALCIO + VITAMIN D3 TAB X,7597189000097,40.727999999999994,14/06/2022,,Cobeca
CITRATO DE POTASIO JBE 10% X 120 ML ,7594001450894,15,15/05/2022,,Cobeca
CLARASOL SOL OFT X 15 ML            ,7591196000071,12.095,14/06/2022,,Cobeca
CLARIMIN TAB/REC 500 MG X 10        ,7591519317312,26.298,14/06/2022,,Cobeca
CLARITROMICINA SUSP 250MG/5ML X 50 M,7750215007167,62.92,15/05/2022,,Cobeca
CLARITROMICINA TAB 500 MG X10 LA SAN,7703763660131,30.4,14/06/2022,,Cobeca
CLARIX SOL GTA 0.05% X 15 ML        ,7591196003171,15.94,14/06/2022,,Cobeca
CLARIX SOL NASAL PED X 15 ML        ,7591196000101,15.94,14/06/2022,,Cobeca
CLARIX SOL OFT X 15 ML              ,7591196000088,14.29,14/06/2022,,Cobeca
"CLARIX SPRAY NASAL 0,05% X 15 ML    ",7591196000095,16.51,14/06/2022,,Cobeca
CLAUSY AMP 2 MILLARDOS/5 ML X 10    ,8936187370020,76.62,15/05/2022,,Cobeca
CLENBUNAL JBE PED 0.005 MG X 120 ML ,7591955000113,18.18,14/06/2022,,Cobeca
CLENBUNAL SOL GTA X 15 ML           ,7591955000144,16.88,14/06/2022,,Cobeca
CLENBUTEROL CLORH SOL 0.005MG/5MLX12,7594000851357,11.94,15/05/2022,,Cobeca
CLENBUTEROL CLORH SOL 0.01MG/5ML X 1,7594000851371,12.73,15/05/2022,,Cobeca
CLENBUXOL JBE PED 0.005 MG/5 ML X 12,7591955000168,22.08,14/06/2022,,Cobeca
CLENBUXOL SOL GTA PED X 20 ML       ,7591955000175,15.58,14/06/2022,,Cobeca
"CLENOX SOL INY 40 MG/0,4 ML X 1 JER ",7703153016852,45.221399999999996,14/06/2022,,Cobeca
CLIMABEL COMP 2.5 MG X 30           ,7401078900019,57.68,05/06/2022,,Cobeca
CLIMASOY CAP 100 MG X 30            ,7591821802735,39.21,14/06/2022,,Cobeca
CLINDAMER CREM 1%5% X 20 G          ,7597072001156,15.03,15/05/2022,,Cobeca
CLINDAMICINA AMP 600 MG/4 ML X 1 GEN,7591585171030,14.96,05/06/2022,,Cobeca
OMEPRAZOL CAP 20 MG X30 GC          ,7591136957434,34.785,15/05/2022,,Cobeca
CLINDAMICINA AMP IV/IM 150MG/ML/4ML ,7597758000718,53.18,15/05/2022,,Cobeca
CLINDAMICINA AMP IV/IM 150MG/ML/4MLX,7597758000411,90.936,05/06/2022,,Cobeca
CLINDAMICINA GEL TOP 1% X 15 G ZUKAT,7590027000171,25.43,29/05/2022,,Cobeca
CLOCIM CREM TOP 1 % X 20 G KIMICEG  ,7592616584102,13.88,14/06/2022,,Cobeca
CLODOXIM COM 10 MG X 20             ,7594001100584,6.17,14/06/2022,,Cobeca
CLODOXIM JBE 5 ML X 120 ML          ,7594001100577,11.95,14/06/2022,,Cobeca
CLOFEN COM 50 MG X 10               ,7592803001788,5.19,15/05/2022,,Cobeca
CLOFEN COMP 50 MG X 30              ,7592803004055,10.39,15/05/2022,,Cobeca
ZABILA/MIEL FC JBE ADU X 120 ML     ,7593090000973,17.5398,05/06/2022,,Cobeca
"CLOFEN SUSP 1,8 MG X 120 ML         ",7592803003997,20.78,15/05/2022,,Cobeca
CLOFEN SUSP PED 1.8 MG/ML X 60      ,7592803001801,15.58,15/05/2022,,Cobeca
CLONZEP TAB 0.5 MG X 30             ,7591020080750,14.14,02/06/2022,,Cobeca
CLOPIDOGREL COM 75 MG X 14 LA SANTE ,7703763324019,13.82,14/06/2022,,Cobeca
CLOPIDOGREL TAB 75 MG X 10 KIMI     ,7592616576886,9.952,14/06/2022,,Cobeca
CLOPIDOGREL TAB 75 MG X 14          ,7702605107001,15.75,15/05/2022,,Cobeca
CLOPIDOGREL TAB 75 MG X 30 ALESS    ,7597758000619,21.016,05/06/2022,,Cobeca
CLOPIDOGREL TAB 75 MG X 30 ANG      ,7598176000014,25.71,14/06/2022,,Cobeca
CLOPIDOGREL TAB 75 MG X 30 BLUE     ,6972718560074,26.595,14/06/2022,,Cobeca
CLOPIDOGREL TAB 75 MG X 30 BUKA     ,675696260023,18.7,19/06/2022,,Cobeca
CLOPIDOGREL TAB/REC 75 MG X 10 LAPRO,7703038067122,17.1708,15/05/2022,,Cobeca
CLOPIDOGREL TAB/REC 75 MG X 14 CLM  ,7703153026332,30.533,14/06/2022,,Cobeca
CLOPIDROGEL TAB/REC 75 MG X 100 FAHD,8904278577498,47.65,29/05/2022,,Cobeca
CLOPIVAL TABR 75 MG X 30            ,7591020008037,32.2944,02/06/2022,,Cobeca
CLOPTAN TAB 75 MG X 30              ,8904159623238,25.713,15/05/2022,,Cobeca
CLORACE CAP X 10                    ,7591818116043,12.16,14/06/2022,,Cobeca
CLORACE JBE 125MG/0.5MG/5ML S/AZU X1,7591818716700,14.48,14/06/2022,,Cobeca
CLORACE SOL ORAL GTA 80MG/0.5 MG X 3,7591818716724,13.4,14/06/2022,,Cobeca
CLORACE TAB 500 MG/4 MG X 20        ,7591818215265,22.66,14/06/2022,,Cobeca
CLORACI PLUS TAB 1000 MG X 30       ,7591818000182,35.17,14/06/2022,,Cobeca
CLORACI TAB 1000 MG S/AZU X 30      ,7591818000106,28.44,14/06/2022,,Cobeca
CLORHI D/VANCO VANCONEX-CP IV 1000MG,18907010009346,21.43,15/05/2022,,Cobeca
CLORURO D/MAGNESIO PVO GRAN X 33.33 ,7594001450474,11.05,15/05/2022,,Cobeca
"CLORURO D/SOD 0,45% DEXT 5% X 500 ML",7597767000105,12.99,15/05/2022,,Cobeca
"CLORURO D/SOD 0,9% DEXT 5% X 500 ML ",7468999188063,8.17,14/06/2022,,Cobeca
"CLORURO D/SOD SOL FISIOL 0,9%X 100ML",6972718560012,13.176,14/06/2022,,Cobeca
"CLORURO D/SOD SOL FISIOL 0,9%X 500ML",6937861390923,15.957,14/06/2022,,Cobeca
"CLORURO D/SODIO SOL 0,9% X 500 ML BL",7597767000068,7.14,15/05/2022,,Cobeca
CLORURO D/SODIO SOL 0.9% X 500 ML AL,7468999188032,7.12,14/06/2022,,Cobeca
CLORURO D/SODIO SOL INY 0.9% X 100ML,7595624200118,6.531917,15/05/2022,,Cobeca
CLORURO D/SODIO SOL INY 0.9% X 100ML,7597285000038,6.79,15/05/2022,,Cobeca
CLORURO D/SODIO SOL INY 0.9% X 500ML,7595624200101,8.323184000000001,15/05/2022,,Cobeca
CLORURO D/SODIO SOL INY 0.9% X 500ML,7597285000052,7.71,15/05/2022,,Cobeca
CLORURO DE MAGNESIO SOL 1000 LT     ,7591616002944,23.75,14/06/2022,,Cobeca
CLORURO DE MAGNESIO SOL 500 ML      ,7591616002951,17.74,14/06/2022,,Cobeca
CLORURO POTASIO SOL INY  7.5%X 100ML,7592637000339,20.78,15/05/2022,,Cobeca
CLORURO/SODIO SOL ISOT/ NUM 16X500ML,7592637001121,14.29,15/05/2022,,Cobeca
CLOTRIM/NEOMICI/DEXAME CREM X20G LA ,7703763300051,24.87,14/06/2022,,Cobeca
CLOTRIMAZOL 1% X 20 G GENVEN        ,7591585277459,17.49,05/06/2022,,Cobeca
CLOTRIMAZOL CREM 1% X 20 G KIMI     ,7592616110011,12.19,14/06/2022,,Cobeca
CLOTRIMAZOL CREM 1% X 50 G KIMI     ,7592616110028,19.29,14/06/2022,,Cobeca
CLOTRIMAZOL CREM VAG+CANULA 10% X 5 ,7592616584157,20.78,14/06/2022,,Cobeca
CLOTRIMAZOL OVULO 500 MG X 1        ,7597758000664,11.52,05/06/2022,,Cobeca
CLOTRIMAZOL+GENTAM+BETAM CREM 15G DA,7598668001116,19.84,15/05/2022,,Cobeca
CLOTRIMAZOL+GENTAM+BETAM CREM 20G DA,7598668001123,20.3,15/05/2022,,Cobeca
CO SULTRIN SUSP X 100 ML            ,7591020001069,13.143500000000001,02/06/2022,,Cobeca
CO SULTRIN TAB X 20                 ,7591020001076,12.5305,02/06/2022,,Cobeca
"CO-APROVEL COM/REC 150MG/12,5MG X 14",3582910027775,44.29,14/06/2022,,Cobeca
"CO-APROVEL COM/REC 300MG/12,5MG X 14",3664798035483,70,14/06/2022,,Cobeca
CODEBROMIL JBE 15 MG/3MG PLUS X 90 M,7592782001755,27.7129,15/05/2022,,Cobeca
COFADOR SOL OFT 5 ML                ,7591818716779,33.13,14/06/2022,,Cobeca
COFADOR T SOL OFT 5 ML              ,7591818716786,35.26,14/06/2022,,Cobeca
COFATODEX SUSP OFT 5 ML             ,7591818716885,15.36,14/06/2022,,Cobeca
COLA D/CABALLO CAP 300 MG X 60 NAT P,7592430000215,26.7,15/05/2022,,Cobeca
COLA DE CABALLO CAP 300MG X 90 ARCO ,7592946005889,18.351,14/06/2022,,Cobeca
COLA DE CABALLO CAP 500 MG X 30     ,7592710003837,12.096,05/06/2022,,Cobeca
COLA DE CABALLO CAP 500 MG X60 HERB ,7592710000492,18.405,05/06/2022,,Cobeca
COLAGENO CAP 500 MG X 60            ,7592430000543,31.119999999999997,15/05/2022,,Cobeca
COLAGENO CAP 500 MG X 60 PRIMAV     ,7593089000052,28.03,14/06/2022,,Cobeca
COLAGENO CAP C/VIT C 400 MG X 60    ,7592946169697,31.59,14/06/2022,,Cobeca
COLAGENO PLUS CAP 550MG X 60 HERB   ,7592710002199,31.554000000000002,05/06/2022,,Cobeca
COLAGENO TAB 1000 MG X 90           ,860004217374,72.4,15/05/2022,,Cobeca
TIROSTAT TAB 50 MG X 100 MEYER      ,7707355054179,150.4135,05/06/2022,,Cobeca
COLASTIN-L TAB REC 40 MG X 30       ,8699525093530,36.53,15/05/2022,,Cobeca
"COLAYTE PVO P/RECONSTITUIR 69,57 G X",7592806132014,85.9129,15/05/2022,,Cobeca
COLFENE COMPR 600MG/4MG X 15        ,7591062900900,40.91,15/05/2022,,Cobeca
COLGESIC COM 400 MG-4MG X 15        ,7591243810028,19.264,15/05/2022,,Cobeca
COLIK FORTE TAB  220/250 GR X 5     ,7702870070598,20.29,15/05/2022,,Cobeca
COLLAGEN + VIT C CAP X 60 ETERNAL   ,787790468554,41.952,14/06/2022,,Cobeca
COLONPLANT CAP 400 MG X 30          ,7592710003851,19.989,05/06/2022,,Cobeca
COLONPLANT CAP 400MG X 60           ,7592710000508,31.554000000000002,05/06/2022,,Cobeca
COLPRIN COM 500 MG X 20 RNV         ,7592806133080,8.83,15/05/2022,,Cobeca
COLVAL COM 4 MG X 12                ,7591020001052,26.03,02/06/2022,,Cobeca
COLYPAN TAB 200 MG X 10             ,7591821210264,13.1924,14/06/2022,,Cobeca
COMPLEBREZ INH 100 MCG / 6 MCG X 150,8904091110162,142.99,15/05/2022,,Cobeca
COMPLEJO B AMP 2 ML X 3 COLMED      ,7703153013059,18.125999999999998,14/06/2022,,Cobeca
COMPLEJO B AMP 3 ML X 10 KMPLUS     ,6921875011424,49.29,02/06/2022,,Cobeca
COMPLEJO B COM AMP X 1              ,7592348205009,7.26,15/05/2022,,Cobeca
COMPLEJO B COM AMP X 3              ,7592348050111,17.79,15/05/2022,,Cobeca
COMPLEJO B VIAL IM/IV 10 ML         ,7410002012858,16.23,15/05/2022,,Cobeca
CORAZEM CD CAP 120 MG X 10          ,7591821210073,80.77,14/06/2022,,Cobeca
CORBIS COM 10 MG X 30               ,7592601301691,46.152,05/06/2022,,Cobeca
CORBIS COM 5 MG X 30                ,7592601301714,27.536,05/06/2022,,Cobeca
TIROXIN TAB 25 MCG X 50             ,7707355054223,16.6535,05/06/2022,,Cobeca
CORENTEL COM/REC 10 MG X 30         ,7591619520308,32.47,14/06/2022,,Cobeca
CORENTEL COM/REC 2.5 MG X 30        ,7591619520278,18.18,14/06/2022,,Cobeca
CORENTEL COM/REC 5 MG X 10          ,7591619520285,12.99,14/06/2022,,Cobeca
CORENTEL COM/REC 5 MG X 30          ,7591619520292,27.27,14/06/2022,,Cobeca
CORENTEL H COM/REC 5/6.25MG X 30    ,7591619520315,36.36,14/06/2022,,Cobeca
COROPRES COM 16 MG X 30             ,7591619520346,41.56,14/06/2022,,Cobeca
COROPRES COM 32 MG X 30             ,7591619002774,58.44,14/06/2022,,Cobeca
COROPRES COM 8 MG X 30              ,7591619520339,23.38,14/06/2022,,Cobeca
COROPRES H COM 16 MG/12.5MG X 30    ,7591619520360,46.75,14/06/2022,,Cobeca
COROPRES H COM 8 MG/12.5 MG X 30    ,7591619520353,31.17,14/06/2022,,Cobeca
"COROPRES HCT 32/12,5 MG X 30        ",7591619000534,62.34,14/06/2022,,Cobeca
CORTYNASE REFORM SUSP 0.05% X 140 DO,7591196004604,37.17,14/06/2022,,Cobeca
COTRIMOXAZOL TAB 480 MG X 100 DPT   ,7592253002731,34.91,15/05/2022,,Cobeca
COVENTROL COM 12.5 MG X 30          ,7591585365644,22.784,05/06/2022,,Cobeca
COVENTROL COM 6.25 MG X 30          ,7591585265630,20.2464,05/06/2022,,Cobeca
CRANBERRY/VIT C VAL CAP X 30        ,617748376283,28.22,15/05/2022,,Cobeca
CREATINA CAP/BLD 500/700 MG X 60 CRI,7592253001642,15.74,14/06/2022,,Cobeca
CREM VAL D/MAGNESIO 118 ML          ,617748376252,37.86,15/05/2022,,Cobeca
CRISOMET TAB/REC 50 MG/500 MG X 10  ,7591821210332,25.91,14/06/2022,,Cobeca
CRISOMET TAB/REC 50 MG/500 MG X 60  ,7591821210516,153.79,14/06/2022,,Cobeca
CRISOMET TAB/REC 50 MG/850 MG X 10  ,7591821210349,33.42,14/06/2022,,Cobeca
CRISOMET TAB/REC 50 MG/850 MG X 60  ,7591821210530,188.46,14/06/2022,,Cobeca
CROMOLOX SOL OFT 4% X 5 ML          ,7703763704118,11.83,14/06/2022,,Cobeca
CURPINOL COM 12.5 MG X 30           ,7591955558232,24.68,14/06/2022,,Cobeca
CURPINOL COM 25 MG X 30             ,7591955558225,32.47,14/06/2022,,Cobeca
CURPINOL COM 6.25 MG X 30           ,7591955558218,19.48,14/06/2022,,Cobeca
CUTICLIN CAP/BLD 10 MG X 30         ,7592432005508,58.77,14/06/2022,,Cobeca
CUTICLIN CAP/BLD 20 MG X 30         ,7592432005515,76.23,14/06/2022,,Cobeca
CYNT COM/REC 20 MG X 20             ,7592803001603,16.88,15/05/2022,,Cobeca
CYNT COM/REC 40 MG X 10             ,7592803001610,11.69,15/05/2022,,Cobeca
CYPRAL TAB 500 MG X 14              ,7592601200888,16.035999999999998,05/06/2022,,Cobeca
CYPRAL TAB 750 MG X 6               ,7592601200482,11.04,05/06/2022,,Cobeca
CYPRODEX COM X 30                   ,7591619119014,19.48,14/06/2022,,Cobeca
CYTRIAX AMP IV/IM 1 G X 1           ,75971342,6.952999999999999,05/06/2022,,Cobeca
DAC-LAX PVO SOL ORAL X 120 G        ,7598578000278,17.14,29/05/2022,,Cobeca
DAKSOL TAB 500 MG X 4               ,7592454138857,10.91,14/06/2022,,Cobeca
DALCITRIN UNG 2% X 30G              ,7592803003980,37.66,15/05/2022,,Cobeca
DALPAS TAB 10 MG X 30               ,7591243810868,15.463000000000001,15/05/2022,,Cobeca
DALPAS TAB 5 MG X 30                ,7591243810905,19.97,15/05/2022,,Cobeca
DALTAZEN COM 60 MG X 20             ,7594000490303,41.56,14/06/2022,,Cobeca
DANIELE COM/REC 2MG/0.035MG X 21    ,7401078900026,33.92,14/06/2022,,Cobeca
DANOVAG  CAP 20 MG X 7              ,7501075725384,4.47,15/05/2022,,Cobeca
DANOVAG CAP 20 MG X 14              ,7501075725391,8.04,15/05/2022,,Cobeca
DARLIDE CAP/BL 1000 MUI X 60        ,7593090001680,26.3097,05/06/2022,,Cobeca
VALSARTAN CAP 160 MG X 7 GENVEN     ,7591585175892,7.3056,05/06/2022,,Cobeca
DARLIDE CAP/BLD 1000 UI X 30        ,7593090002311,15.4938,05/06/2022,,Cobeca
DAYFLU CAP/BLD DIA 500MG/10MG/2MG X ,7592432900292,17.08,14/06/2022,,Cobeca
DAYFLU CAP/BLD DIA/NOCH 500/10MG/2MG,7592432900315,23.63,14/06/2022,,Cobeca
DAYFLU CAP/BLD NOCHE 500 MG/2 MG X 1,7592432900308,17.08,14/06/2022,,Cobeca
DAYZOL COM/REC 600MG/4MG X 20       ,7591585117632,37.38,05/06/2022,,Cobeca
DECA LENTERMINA COMPLEX AMP KIT 2 ML,7591243811483,21.05,15/05/2022,,Cobeca
DECA/LENT COMPLEX AMP 2 ML C/JER X 2,7591243811469,11.6,15/05/2022,,Cobeca
DECALONA INY EST.X 1 AMP DE 2 ML    ,75919719,12.03,15/05/2022,,Cobeca
DECOBEL SOL INY 8MG/2ML X 2 ML      ,7592806112047,11.04,15/05/2022,,Cobeca
DECOBEL TAB 0.5MG X 30              ,7592806133110,14.81,15/05/2022,,Cobeca
DEFALOXTAB/REC 400 MG X 10 DISTRILAB,7598252000204,51.153,29/05/2022,,Cobeca
DEFEROL CAP/BLD 14000 UI X 4        ,7703153039646,16.452,14/06/2022,,Cobeca
DEFEROL CAP/BLD 2000 UI X 30        ,7703153033163,24.643,14/06/2022,,Cobeca
DEFEROL CAP/BLD 7000 UI X 8         ,7703153033156,17.137999999999998,14/06/2022,,Cobeca
DEFLAZACORT TAB 30 MG X 10 CLX      ,7591519000306,23.86,14/06/2022,,Cobeca
DEFLAZACORT TAB 30 MG X 30 CLX      ,7591519008203,47.209,14/06/2022,,Cobeca
DEFLAZACORT TAB 6 MG X 10 CLX       ,7591519008197,21.192,14/06/2022,,Cobeca
DELGAPLANT CAP 150/100MG X 60       ,7592710000515,31.554000000000002,05/06/2022,,Cobeca
DENCOFEN GEL 1% X 40 G              ,7591309002756,14.61,15/05/2022,,Cobeca
LOSARTAN POTASICO COM/REC 100MG X 30,7591585378927,22.982400000000002,05/06/2022,,Cobeca
DENCORUB GEL 40 G                   ,7591309010416,12.61,15/05/2022,,Cobeca
DENCORUB ICE GEL 40 G               ,7591309001049,6.44,15/05/2022,,Cobeca
DENCORUB ICE ROLL-ON 80 G           ,7591309002206,8.43,15/05/2022,,Cobeca
DENUAL COM 150 MG X 1               ,7591619517605,22.08,14/06/2022,,Cobeca
DERAIN CRM X 15 G                   ,7591585215901,24.576,05/06/2022,,Cobeca
DERMACORTINE EMU X 60 ML            ,7703281008439,54.55,14/06/2022,,Cobeca
DERMACORTINE LOC 0.1% X 30 ML       ,7703281008422,45.45,14/06/2022,,Cobeca
DERMAZOL CREM 0.05% X 30 G          ,7591619519036,36.36,14/06/2022,,Cobeca
DERMAZOL UNG 0.05% X 30 G           ,7591619519043,40.26,14/06/2022,,Cobeca
DERMOSUPRIL C CREM 01%/3% X 15 G    ,7591619520872,36.36,14/06/2022,,Cobeca
DERMOSUPRIL CREM AL 0.05% X 15 G    ,7591619520865,27.27,14/06/2022,,Cobeca
DERMOSUPRIL EMU/TOPICA 120 ML       ,7703332003147,64.94,14/06/2022,,Cobeca
DERMOSUPRIL LOC CAP 0.1% X 30 ML    ,7703332003123,35.06,14/06/2022,,Cobeca
DEROVIT CAPB/BLD 1000 UI X 15       ,7592432901466,10.317,14/06/2022,,Cobeca
DESAZONA TAB 4 MG X 100 MVGA        ,7750215026250,72.73,15/05/2022,,Cobeca
DESLER JBE 0.5 MG PED X 60 ML       ,7592454891318,14.32,14/06/2022,,Cobeca
DESLER M SOB GRAN 1.25/4MG PED X10  ,7592454891233,15.79,14/06/2022,,Cobeca
DESLER M TAB 2.5 MG/5 MG X 10       ,7592454891240,20.52,14/06/2022,,Cobeca
DESLER M TAB 5 MG/10 MG X 10        ,7592454891257,28.56,14/06/2022,,Cobeca
DESLER M TAB/REC 5MG/10MG X 30      ,7592454002769,57.13,14/06/2022,,Cobeca
DESLER TAB 5 MG X 10                ,7592454891325,12.88,14/06/2022,,Cobeca
DESLORAT 0.5 MG X 60 ML             ,7591196004161,11.03,14/06/2022,,Cobeca
DESLORAT TAB 5 MG X 10              ,7591196002969,8.71,14/06/2022,,Cobeca
DESLORAT TAB 5 MG X 20              ,7591196002976,14.3,14/06/2022,,Cobeca
DESLORATADINA COM/REC 5 MG X10 GNV  ,7591585177469,6.9254999999999995,05/06/2022,,Cobeca
DESLORATADINA JBE 0.5 MG/ML X 60 ML ,7591585177445,11.223,05/06/2022,,Cobeca
DESLORATADINA JBE 2.5 MG X 60 ML KIM,7592616579016,14.29,14/06/2022,,Cobeca
"DESLORATADINA JBE PED 2,5MG/5ML X 60",7592601000143,16.283,05/06/2022,,Cobeca
DESLORATADINA JBE PED 2.5/5MLX60ML L,7703763393053,12.43,14/06/2022,,Cobeca
DESLORATADINA TAB 5 MG X 10 CLX     ,7591519008210,6.09,14/06/2022,,Cobeca
DESLORATADINA TAB 5 MG X 10 LA SANTE,7592454001311,8.29,14/06/2022,,Cobeca
DESLORATADINA TAB/REC 5 MG X 10 KIMI,7592616576558,9.416,14/06/2022,,Cobeca
"DESONIDA CREM 0,05 % X 15 G         ",7707355050232,18.702,05/06/2022,,Cobeca
"DESONIDA CREM 0,1 % X 15 G          ",7707355050249,21.627000000000002,05/06/2022,,Cobeca
DEXACORT SOL/INY 4MG/ML 2ML X 25 AMP,7592637000414,161.0388,15/05/2022,,Cobeca
DEXAMER CREM 0.05% X 20 G           ,7597072000272,11.92,15/05/2022,,Cobeca
DEXAMETASONA AMP 4 MG X 10          ,6942189211256,16.94,02/06/2022,,Cobeca
DEXAMETASONA AMP 4 MG/ML X 10 DF    ,7702605105571,50,14/06/2022,,Cobeca
DEXAMETASONA AMP 8 MG X 10          ,6942189211263,25,02/06/2022,,Cobeca
ARCOVAL TAB/REC 90 MG X 7           ,7591020009164,16.945899999999998,02/06/2022,,Cobeca
DEXAMETASONA AMP 8MG/250 ML X 10    ,999,21.64,15/05/2022,,Cobeca
DEXAMETASONA AMP SOL/INY 8MG/2ML X 1,8906045413961,79.4042,15/05/2022,,Cobeca
DEXAMETASONA AMP SOL/INY 8MG/2ML X 1,7591651957544,9.6418,15/05/2022,,Cobeca
DEXAMETASONA F/SOD SOL INY 4MG/1MLX1,17598252000010,11.6875,29/05/2022,,Cobeca
DEXAMETASONA F/SOD SOL INY 8MG/2MLX1,17598252000027,18.997500000000002,29/05/2022,,Cobeca
DEXAMETASONA SOL INY 8 MG/2 ML X 1 P,7501384547349,3.935,05/06/2022,,Cobeca
DEXAMETASONA SOL INY 8MG/2ML X 10 BL,7598127001084,24.543,14/06/2022,,Cobeca
VALPRON TAB 500 MG X 60             ,7591821901995,107.7282,14/06/2022,,Cobeca
DEXAMETASONA TAB 4 MG X 100 MVGA    ,7750215026502,62.92,15/05/2022,,Cobeca
"DEXTRAN 70 SOL OFT 0,1% X 10 ML     ",7591196006257,11.77,14/06/2022,,Cobeca
DEXTROSA 50%  ALFA X 500 ML         ,7468999188476,12.13,14/06/2022,,Cobeca
DEXTROSA AGUA DESTILADA N1 5%X500 ML,7592637005068,15.58,15/05/2022,,Cobeca
DEXTROSA SOL 0.30% NUM 28 X 500 ML  ,7592637005082,18.18,15/05/2022,,Cobeca
DEXTROSA SOL 0.45% NUM 29 X 500 ML  ,7592637005099,20.78,15/05/2022,,Cobeca
DEXTROSA SOL 5% X 500 ML BC         ,7597767000082,12.99,15/05/2022,,Cobeca
DEXTROSA SOL FISIOLOGICA 5 % X 500 M,7592637005075,16.88,15/05/2022,,Cobeca
"DEXTROSA SOL INY 5%/0,9% X 500ML IPS",7597285000441,9.26,15/05/2022,,Cobeca
DEXTROSALINA SOL INY 0.45% X 500ML G,7595624200200,8.055159,15/05/2022,,Cobeca
DI EUDRIN TAB 12.5 MG X 24          ,7591243812374,16.1,15/05/2022,,Cobeca
DIADEX PHIS X 120 ML                ,7592348208208,12.99,15/05/2022,,Cobeca
