Cod. Bar,Product,F.Price,Qty,Date,Drog
7592710003974,GINKGO BILOBA 300 MG X 30 CAP,16.84,,22/05/2022,Drolanca
7592710003813,CHANCA PIEDRA 450 MG X 30 CAP,16.84,,22/05/2022,Drolanca
7592710003806,CASTAÑA DE INDIAS 450 MG X 30 CAP,16.84,,22/05/2022,Drolanca
7592710003844,COLAGENO PLUS X 30 CAPSULAS,19.99,,22/05/2022,Drolanca
7592710001284,TOTUMO JARABE 240 ML,15.77,,22/05/2022,Drolanca
7591196003027,"NAS 0,05% PED X 15 ML GOT",7.39,,22/05/2022,Drolanca
7591196002976,DESLORAT  5 MG X 20 TAB,14.3,,22/05/2022,Drolanca
7591196004253,IPORET 40 MG / 60 ML SUSPENSION ORAL,8.559999999999999,,22/05/2022,Drolanca
7591062000105,ALRES FORTE SOBRES X 6,17.64,,22/05/2022,Drolanca
5164579,LOSARTAN P 50MG X 60 COMP REC (BLUEPHARM,32.82,,22/05/2022,Drolanca
4424396,TICLOPIDINA 250MG X 60 COMP RECB (BLU,24.65,,22/05/2022,Drolanca
8699525790088,TIPRAXIN 4G/0.5G x 1 VIAL,54.17,,22/05/2022,Drolanca
7709050343565,"LAGRIMPRO SOFT 0,3%  SOL. OFT. X  5 AMP",23.03,,22/05/2022,Drolanca
7709190078235,"KONOFTAL MAX SOFT 0,5MG/ML SO/OFT.X 5AMP",40.18,,22/05/2022,Drolanca
5917190,CAPTOPRIL 25MG X 60 COMP (BLUEPHARMA),17.49,,22/05/2022,Drolanca
7594001101604,ACETAMINOFEN 650 MG X 10 TAB PLUS AND,3.86,,22/05/2022,Drolanca
7594001101338,ACIDO FOLICO 10 MG X 20 TAB PLUSANDEX,4.78,,22/05/2022,Drolanca
7594001101680,"DEXTAMIN 0,5MG/ML SOL ORAL X 60ML PEDIAT",8.88,,22/05/2022,Drolanca
7594001101406,DICLODEX  50 MG X 10 TAB (PLUSANDEX),3.536,,22/05/2022,Drolanca
7594001100126,FUROSEMIDA 40 MG X 12 TAB (PLUS,3.4,,22/05/2022,Drolanca
7594001101185,KETOPROFENO 100 MG X 20 TAB PLUSANDEX,11.36,,22/05/2022,Drolanca
7594001101420,SILDEX 50 MG X 2 TAB PLUS ANDEX,2.8405,,22/05/2022,Drolanca
0,SILDEX 50 MG X 1 TAB PLUS ANDEX,1.8525,,22/05/2022,Drolanca
0,SILDEX 100 MG X 1 TAB PLUS ANDEX,2.1565,,22/05/2022,Drolanca
7591196000873,TOBRASOL 7.5 GR UNG *,31.03,,22/05/2022,Drolanca
7591243801620,ALIPAL FORTE DIA / NOCHE  4 + 2 CAP,11.69,,22/05/2022,Drolanca
7591243803167,"AZUTAN 0,15 % COLUTORIO 180 ML",16.56,,22/05/2022,Drolanca
7591243803600,BEPRODERM 15 G CREMA,19.78,,22/05/2022,Drolanca
7591243803730,BEPROSPEN 1 ML X 1 AMP,35.06,,22/05/2022,Drolanca
7591243804140,"BETADERM 0,05% 15 G CREMA",19.14,,22/05/2022,Drolanca
7591243804164,BETADERM PLUS 15 G CREMA,21.82,,22/05/2022,Drolanca
7591243804287,BETAGEN 4 MG 1 ML X 1 AMP,19.16,,22/05/2022,Drolanca
7591243804409,BETAGEN SOLSPEN 1 ML AMP,28.18,,22/05/2022,Drolanca
7591243805338,BLOCAX 8 MG X 30 TAB,35.34,,22/05/2022,Drolanca
7591243807202,BRAL 500 MG X  20 TAB,24.03,,22/05/2022,Drolanca
7591243807370,BROFLEMA 8 MG/5 ML X 120 ML JAR,15.58,,22/05/2022,Drolanca
7591243811469,DECA LENTERMINA COMPLEX 2 ML X 2 AMP+INY,11.6,,22/05/2022,Drolanca
7591243811483,DECALENTERMINA COM S/INY KIT 3 AMP+ INY,21.05,,22/05/2022,Drolanca
75919719,DECALONA 4 MG/ML SOL INYEC 1 AMP X 2 ML,12.03,,22/05/2022,Drolanca
7591243811704,DIAGESIC 75 MG X 2 AMP,27.84,,22/05/2022,Drolanca
7591243812374,"DI-EUDRIN 12,50  MG X 24 TAB",16.1,,22/05/2022,Drolanca
7591243815757,"ERILON 0,05 % X 15 G CREMA",18.88,,22/05/2022,Drolanca
7591243817607,FEM DUCHA VAGINAL 135 ML,13.51,,22/05/2022,Drolanca
7591243817782,FLENOX 15 MG/5 ML PED X 120 ML JAR,13.81,,22/05/2022,Drolanca
7591243817829,FLENOX 30 MG / 5 ML X 120 ML,15.58,,22/05/2022,Drolanca
7591243820355,"GINACOL 0,1% 135 ML SOL VAGINAL",13.64,,22/05/2022,Drolanca
7591243826777,IVAGAN FORTE 650 MG X 10 TAB,13.79,,22/05/2022,Drolanca
7591243826708,IVAGAN X 10 GRAG,12.51,,22/05/2022,Drolanca
7591243831641,LOKARIN 60 ML JBE,17.68,,22/05/2022,Drolanca
7591243834086,MONTRAX 4 MG X 30 TAB MASTICABLES,22.31,,22/05/2022,Drolanca
7591243834147,MONTRAX 5 MG X 30 TAB MASTICABLES PEDIAT,23.08,,22/05/2022,Drolanca
7591243843101,PROPRANOLOL 40 MG X 20 TAB RX (R),16.27,,22/05/2022,Drolanca
7591241846647,SAX ACID 135 ML DUC,13.51,,22/05/2022,Drolanca
7591243856705,YONAL JBE X 120 ML,16.56,,22/05/2022,Drolanca
7591243856897,ZONIUM 20 MG X 14 CAP,20.35,,22/05/2022,Drolanca
7591243856941,ZONIUM 40 MG X 14 CAP,23.43,,22/05/2022,Drolanca
0,CLODOXIN X 20 TAB  (PLUS ANDEX),6.17,,22/05/2022,Drolanca
0,SILDEX 100 MG X 2 TAB PLUS ANDEX,3.27,,22/05/2022,Drolanca
0,CALPAL D NATAL X 30 TAB RECUBIERTAS,32.21,,22/05/2022,Drolanca
0,AMIODARONA HCL 200 MG X 10 TAB,25.05,,22/05/2022,Drolanca
0,MONTRAX 10 MG X 30 TAB MASTICABLES,32.42,,22/05/2022,Drolanca
0,"DIAGESIC 1,8 MG / ML X 120 ML SUSP",17.86,,22/05/2022,Drolanca
0,FLUOXETINA 20 MG X 14 CAP (RX,16.64,,22/05/2022,Drolanca
0,BETADERM C/GENTAMICINA 15 G CRE,20.13,,22/05/2022,Drolanca
0,LOGANIL ADU 120 ML JAR,20.13,,22/05/2022,Drolanca
0,YONALAT 15 MG-3 MG / 5 ML X 120 ML,16.88,,22/05/2022,Drolanca
7598668001215,PREDNISONA  5 MG X 10 COMP,6.13,,22/05/2022,Drolanca
7598668001185,ACIDO ACETIL SALICILICO 81 MG X 100 COMP,23.12,,22/05/2022,Drolanca
7598668001116,CLOTRIMAZOL 10 MG/GENT 1MG -BETA 05M 15G,19.84,,22/05/2022,Drolanca
7598668001222,METILPREDNISOLONA 125 MG X 2 VIALES,105.0807,,22/05/2022,Drolanca
7598668001161,DEXAMETASONA 8 MG/2 ML X 10 AMP,21.64,,22/05/2022,Drolanca
7598668001178,"DIGOXINA 0,25 MG X 10 COMP",6.36,,22/05/2022,Drolanca
7598668001147,MOXIFLOXACINA 400 MG/250 ML SOLUCION,46.36,,22/05/2022,Drolanca
7598668001154,CEFTRIAXONA 1 G X 10 VIALES,54.953700000000005,,22/05/2022,Drolanca
7598668001192,HIDROCORTISONA 100 MG X 10 VIALES,105.3225,,22/05/2022,Drolanca
7598668001208,HIDROCORTISONA 500 MG X 10 VIALES,225.8598,,22/05/2022,Drolanca
7591012022003,SUERO PARA REHIDRATACIÓN ORAL (1 SOBRE),7.13,,22/05/2022,Drolanca
7599028000039,ALCOHOL ABSOLUTO 96% 30 ML,6.97,,22/05/2022,Drolanca
7599028000022,VAPOR RUP 25 G LYA,10.14,,22/05/2022,Drolanca
7599028000015,VAPOR RUP 50 G LYA,19.81,,22/05/2022,Drolanca
7599028000367,VAPOR RUP 25 G LYA ROLL ON,9.58,,22/05/2022,Drolanca
7599028000398,BABY ZINC 30G UNGUENTO OXIDO DE ZINC 20%,8.48,,22/05/2022,Drolanca
7599028000459,CREMA HEMORROIMED LYA 30 GR,16.95,,22/05/2022,Drolanca
7592236002130,DOLFENAC (DICLO.SOD) 75MG/3ML 5AMP IM/IV,6.156,,22/05/2022,Drolanca
7592236002307,CO-TRIMOXAZOL 80MG-400MG X 20 TAB,6.462,,22/05/2022,Drolanca
7592236002178,IBUPROFENO 400 MG X 20 TAB,6.156,,22/05/2022,Drolanca
787790464952,ETERNAL PROBIOTICOS CON ARANDANO X 30CAP,43.1775,,22/05/2022,Drolanca
787790465058,ETERNAL MULTIVITAMICO X 30 CAPS,20.3585,,22/05/2022,Drolanca
787790468554,ETERNAL SUPPLEMENT COLLAGEN X 60 CAPS,30.8465,,22/05/2022,Drolanca
787790468653,ETERNAL GLUCOSAMINA + CHONDROITIN X 90C,44.4125,,22/05/2022,Drolanca
787790468356,ETERNAL ZINC  50MG X  60 TAB,27.759,,22/05/2022,Drolanca
787790466550,ETERNAL SUPLEMENT OMEGA 3 X 100 CAPS,41.952,,22/05/2022,Drolanca
787790465157,ETERNAL DETOX X 60 CAPS,29.611500000000003,,22/05/2022,Drolanca
787790468455,ETERNAL VITAMINA C 1000 MG X 60 CAPS,21.5935,,22/05/2022,Drolanca
787790469551,ETERNAL CURCUMA 700 MG X  60 CAPS,30.8465,,22/05/2022,Drolanca
787790467359,ETERNAL VITAMINA D3 25 MG X 60 TAB,11.722999999999999,,22/05/2022,Drolanca
7591585376657,ACETAMINOFEN 500 MG X 10 COMP,3.38,,22/05/2022,Drolanca
7591585279057,ACETAMINOFEN 650 MG X 10 COMP,4.42,,22/05/2022,Drolanca
7591585179050,ACETAMINOFEN 650 MG X 30 COMP,14.32,,22/05/2022,Drolanca
7591585111838,ACICLOR 1 G X 10 COMP,52.31,,22/05/2022,Drolanca
7591585113283,ACICLOR 200 MG/5 ML X 60 ML,24.75,,22/05/2022,Drolanca
7591585311634,ACICLOR 5 % CREMA X 10GR,20.34,,22/05/2022,Drolanca
7591585271495,ACIDO FOLICO 10 MGX 30 COM,9.03,,22/05/2022,Drolanca
7591585271488,ACIDO FOLICO 5 MGX 30 COM,10.08,,22/05/2022,Drolanca
0,"ALIVET 125ML-0,5MG / 5ML JBE 120 ML",19.01,,22/05/2022,Drolanca
7591585112439,ALLIXON NARANJA 240 ML JBE,10.18,,22/05/2022,Drolanca
0,AMIKACINA 500 MG 2 ML AMP (G.V),11.12,,22/05/2022,Drolanca
7591585178176,AMLODIPINA 10 MG X 10 COMP,2.79,,22/05/2022,Drolanca
0,AMLODIPINA 10 MG X 30 COMP,8.38,,22/05/2022,Drolanca
7591585278166,AMLODIPINA 5 MG X 30 COMP,9.328,,22/05/2022,Drolanca
7591585214706,ANTUX 0.6% 180 ML SOL ORAL,52.03,,22/05/2022,Drolanca
7591585213402,ARTRODAR 50 MG X 30 CAP,48.01,,22/05/2022,Drolanca
0,ASAPROL 81 MG X 100 COMP (GENTEK),34.864,,22/05/2022,Drolanca
7591585113351,ASARAP 10MG X 20 COMP REC,59.03,,22/05/2022,Drolanca
7591585113337,ASARAP 15MG X 20 COMP REC,83.31,,22/05/2022,Drolanca
7591585113344,ASARAP 20MG X 20 COMP REC,75.368,,22/05/2022,Drolanca
0,ATORVASTATINA 20 MG X 10 COMP (G.V),5.464,,22/05/2022,Drolanca
7591585373441,ATORVASTATINA 20 MG X 30 COMP,16.52,,22/05/2022,Drolanca
7591585273451,ATORVASTATINA 40 MG X 10 COMP,19.53,,22/05/2022,Drolanca
7591585114280,AXOKINE 400 MG X  5 COMP,73.48,,22/05/2022,Drolanca
7591585279460,AZITROMICINA 500 MG X 5 COMP (G.V),16.78,,22/05/2022,Drolanca
0,"BIOTALOL 2,5 MG X 30 COM",19.83,,22/05/2022,Drolanca
7591585217165,BIOTALOL 5 MG X 30 COM,21.032,,22/05/2022,Drolanca
7591585278265,CARBAMAZEPINA 200 MG X 30 COM  (G.V),23.09,,22/05/2022,Drolanca
0,CARNISIN SOL LIBRE DE AZUCAR X 180 ML,45.83,,22/05/2022,Drolanca
7591585174581,CETIRIZINA 10 MG X 10 COMP,7.01,,22/05/2022,Drolanca
7591585174598,CETIRIZINA SOL 60 ML (G.V),10.27,,22/05/2022,Drolanca
7591585573667,CIPROFLOXACINA 500 MG X 10 COMP (G.V),14.49,,22/05/2022,Drolanca
7591585171030,CLINDAMICINA 600MG/4ML X 1 AMP,14.25,,22/05/2022,Drolanca
7591585365644,COVENTROL 12.5 MG X 30 COMP,22.784,,22/05/2022,Drolanca
7591585265630,COVENTROL 6.25 MG X 30 COMP,21.09,,22/05/2022,Drolanca
7591585215901,DERAIN 15 G CRE,25.6,,22/05/2022,Drolanca
0,DERAIN 15% X 10 GASAS,46.04,,22/05/2022,Drolanca
0,"DESLORATADINA 0,5 MG/ML X  60 ML  (G.V)",11.22,,22/05/2022,Drolanca
0,DESLORATADINA 5 MG X 10 COM,7.29,,22/05/2022,Drolanca
7591585473967,DICLOFENAC SODICO 50MG X 10CR ENT,4.0,,22/05/2022,Drolanca
7591585119186,DIGLET 1000 UI X 30 COMP,15.17,,22/05/2022,Drolanca
0,"DIKLASON 1,16 % GEL X 50 ML",20.34,,22/05/2022,Drolanca
7591585218254,"DIKLASON 1,8 MG X 120 ML SUSP",22.4,,22/05/2022,Drolanca
7591585219275,DIKLASON 75 MG/3ML  X 1 AMP,23.52,,22/05/2022,Drolanca
0,DOBRACID LP 300 MG X 30 COM,45.83,,22/05/2022,Drolanca
7591585278531,ENALAPRIL MALEATO 20 MG X 10 COM,2.64,,22/05/2022,Drolanca
0,ENALAPRIL MALEATO 20 MG X 30 COM,6.47,,22/05/2022,Drolanca
7591585111166,FLUVIRIN JBE X 120 ML,18.816,,22/05/2022,Drolanca
0,"FULBARYL 160MCG-4,5MCG X60 PPINH CAP",139.69,,22/05/2022,Drolanca
0,FULGRAM 600 MG X 60 ML SUS,63.97,,22/05/2022,Drolanca
7591585213198,FULGRAM 875MG/125MG X 16 COMP REC,93.65,,22/05/2022,Drolanca
0,GENESA 3 MG/30 MCG X 21 COMP,42.056,,22/05/2022,Drolanca
7591585110183,GENLET 200 MG X 20  COMP,35.17,,22/05/2022,Drolanca
7591585115942,"GYNODERAIN 0,6GR OVULO VAG X 6 UNID",42.01,,22/05/2022,Drolanca
0,GYNOMET 15% - 4% CREM VAG X 40 G,23.919999999999998,,22/05/2022,Drolanca
7591585216892,HEPAGRAS 120MG X 30 CAPS,42.25,,22/05/2022,Drolanca
0,KETOPROFENO 100 MG X 20 CAP,15.53,,22/05/2022,Drolanca
7591585217875,KETOREL 30 MG X 1 AMP I.M/I.V.,12.12,,22/05/2022,Drolanca
7591585214881,LETISAN  120 ML JAR,14.05,,22/05/2022,Drolanca
0,LETISAN 20 ML GTS,12.18,,22/05/2022,Drolanca
0,LETISAN 500 MG X 10 CAPS,5.912,,22/05/2022,Drolanca
7591585514875,LETISAN 500 MG X 10 TAB MASTICABLE,6.09,,22/05/2022,Drolanca
7591585278920,LOSARTAN POT 100 MG X 10 CR,8.62,,22/05/2022,Drolanca
7591585378927,LOSARTAN POT 100 MG X 30 COMP,22.79,,22/05/2022,Drolanca
7591585178954,LOSARTAN POT 50 MG X 10 COMP,3.96,,22/05/2022,Drolanca
7591585278951,LOSARTAN POT 50 MG X 30 COMP,9.495999999999999,,22/05/2022,Drolanca
0,MELOXICAM 15 MG X 10 COMP,13.0,,22/05/2022,Drolanca
7591585174680,METFORMINA HCL 500 MG X 30 COMP,14.01,,22/05/2022,Drolanca
7591585110930,NASIN ADU GOT,14.06,,22/05/2022,Drolanca
7591585213389,NEUROMIX SOL INY IM 3ML X 1 AMP + INY,6.688,,22/05/2022,Drolanca
7591585113382,NEUROMIX SOL INY IM 3ML X 3 AMP+3INY,15.032,,22/05/2022,Drolanca
0,NEUROMIX X 10 COMP REC,5.104,,22/05/2022,Drolanca
7591585213365,NEUROMIX X 30 COMP REC,12.984,,22/05/2022,Drolanca
7591585318794,OLMECAR 20MG X 30 COMPDO,28.92,,22/05/2022,Drolanca
7591585318800,OLMECAR 40 MG X 30 COMPDO,51.35,,22/05/2022,Drolanca
7591585673817,OMEPRAZOL 20 MG X 32 CAP (G.V),17.448,,22/05/2022,Drolanca
7591585173881,OMEPRAZOL 40 MG X 10 CAP,12.43,,22/05/2022,Drolanca
7591585119773,PROXIME 750 MG X 5 COMP,30.224,,22/05/2022,Drolanca
7591585117199,PULMOLET 1MG/ML P/NEB X 15 ML,22.84,,22/05/2022,Drolanca
7591585119049,RIFAMIX 200 MG X 12 COM,47.136,,22/05/2022,Drolanca
0,RIFAMIX 550 MG X 10 COMP,64.36,,22/05/2022,Drolanca
7591585178275,SERTRALINA 50 MG X 10 COMP REC  (G.V),9.74,,22/05/2022,Drolanca
0,SITAGLIS MET 50-500 MG X 30 COMP,88.27,,22/05/2022,Drolanca
0,TROPOCER AP 90 MG X 20 COMP,35.17,,22/05/2022,Drolanca
0,ULGARIN 20 MG X 28 CAP,27.38,,22/05/2022,Drolanca
7591585419606,ULGARIN 20MG X 16CAP,11.272,,22/05/2022,Drolanca
0,ULGARIN 40 MG X 32 CAP,53.26,,22/05/2022,Drolanca
7591585419613,ULGARIN 40MG X 16CAP,18.536,,22/05/2022,Drolanca
7591585375872,VALSARTAN 80 MG X 14 CAP,10.97,,22/05/2022,Drolanca
7591585275875,VALSARTAN 80 MG X 30 CAP,22.19,,22/05/2022,Drolanca
7591585111005,VIASEK 50 MG X 2 COMP,9.23,,22/05/2022,Drolanca
0,"XYLON 5 MG/6,25 MG X 30 COMP",32.13,,22/05/2022,Drolanca
7591585118462,ZONTRICON 500 MG X 6 COMP,39.39,,22/05/2022,Drolanca
7591585265654,COVENTROL 25 MG X 30 COMP,34.09,,22/05/2022,Drolanca
0,VALSARTAN 160 MG X 7 CAP (G.V),7.61,,22/05/2022,Drolanca
0,FLUCONAZOL 150 MG X 2 CAP  (G.V),7.1,,22/05/2022,Drolanca
0,DICLOFENAC POTASICO 50MG X10 COMP,2.83,,22/05/2022,Drolanca
0,CAPTOPRIL 25 MG X 30 COM,13.64,,22/05/2022,Drolanca
0,MIGREN X 20 COMP,17.53,,22/05/2022,Drolanca
0,LISILET 10 MG X 30 COM,29.45,,22/05/2022,Drolanca
0,LETISAN 500 MG X 30 CAP,21.62,,22/05/2022,Drolanca
0,PEGYT 75 MG X 20 CAP,22.09,,22/05/2022,Drolanca
0,SULTAMICILINA 750 MG X 16 TAB  (G.V),80.75,,22/05/2022,Drolanca
0,LONGACEF 400 MG X 5 CAP,165.7,,22/05/2022,Drolanca
0,DICLOFENAC POT 50 MG X 30 COM,8.9,,22/05/2022,Drolanca
7597134000844,ACEITE DE AJONJOLI X 120 ML,22.08,,22/05/2022,Drolanca
7597134000110,ACEITE DE COCO X 120 ML,14.95,,22/05/2022,Drolanca
7597134000103,ACEITE DE RICINO X 120 ML,18.99,,22/05/2022,Drolanca
7597134000011,AJOPE 24 MG X 70 CÁPSULAS,13.17,,22/05/2022,Drolanca
7597134000028,ALCACHOFA X 70 Cápsulas,13.17,,22/05/2022,Drolanca
7597134000165,BERRO JARABE X 120 ML,10.03,,22/05/2022,Drolanca
7597134002190,CALCIO Y MAGNESIO CAL-MAG X 70 CAP.,24.21,,22/05/2022,Drolanca
7597134000936,CALOSTRO DE BOVINO X 60 CAPSULAS BLANDAS,29.68,,22/05/2022,Drolanca
7597134002121,CASTAÑO DE INDIAS X 70 CAPSULAS,24.21,,22/05/2022,Drolanca
7597134000691,CENTELLALAB X 70 CAPSULAS,24.21,,22/05/2022,Drolanca
7597134000882,CITRATO DE ZINC X 70 CAPSULAS,19.94,,22/05/2022,Drolanca
7597134000264,COLAGENO X 70 CAPSULAS,24.69,,22/05/2022,Drolanca
7597134000943,ECHINACEA X 60 CAPSULAS,20.42,,22/05/2022,Drolanca
7597134000035,FASIL X 70 CAPSULAS,13.17,,22/05/2022,Drolanca
7597134002152,GINKGO BILOBA X 70 CAPSULAS,24.21,,22/05/2022,Drolanca
7597134002206,GLUCOSAMINA X 70 CAPSULAS,36.79,,22/05/2022,Drolanca
7597134002213,HEDERIN JARABE X 120 ML,13.77,,22/05/2022,Drolanca
7597134002107,HIERBAMIEL JARABE X 120 ML,21.0,,22/05/2022,Drolanca
7597134000042,LECHOSA X 70 CAPSULAS,13.17,,22/05/2022,Drolanca
7597134000714,LOCHITA X 70 CAPSULAS,13.17,,22/05/2022,Drolanca
7597134000875,MAGNESIO OXIDO DE MAGNESIO X 70 CAPSULAS,20.65,,22/05/2022,Drolanca
7597134000745,NEEM X 70 CAPSULAS,13.17,,22/05/2022,Drolanca
7597134000721,QUINCHONCHO X 70 CAPSULAS,13.17,,22/05/2022,Drolanca
7597134000622,SABILINAZ X 10 CAPSULAS,4.92,,22/05/2022,Drolanca
7597134000707,SABILINAZ X 70 CAPSULAS,20.53,,22/05/2022,Drolanca
7597134002091,TOTUMALT X 70 CAPSULAS,13.17,,22/05/2022,Drolanca
7597134002138,TOTUMO JARABE X 120 ML,10.03,,22/05/2022,Drolanca
0,ACETAMINOFEN 500MG X 20 TAB,6.64,,22/05/2022,Drolanca
0,AMLODIPINA 10MG X 30TAB,8.18,,22/05/2022,Drolanca
0,AMLODIPINA 5 MG X 30TAB,7.53,,22/05/2022,Drolanca
0,"AMTACILYN 1,5G AMP X1 IV/IM (AMPIC+SULB)",5.84,,22/05/2022,Drolanca
0,ATORVASTATINA 20MG X30 TAB,16.52,,22/05/2022,Drolanca
0,AZITROMICINA 500MG X 5 TAB,14.56,,22/05/2022,Drolanca
0,"AZITROMICINA SUSP 200MG/5ML X 22,5ML",12.74,,22/05/2022,Drolanca
0,"BISOPROLOL FUMARATO 2,5MG X 30 TAB",17.6,,22/05/2022,Drolanca
0,BISOPROLOL FUMARATO 5MG X 30 TAB,22.51,,22/05/2022,Drolanca
0,"BISOPROLOL+HIDROCL. 2,5MG/6,25MG 15 TABL",12.64,,22/05/2022,Drolanca
0,"BISOPROLOL+HIDROCL. 5MG/6,25MG X 15 TABL",15.81,,22/05/2022,Drolanca
0,CARBAMAZEPINA 200MG X 30 TAB,15.94,,22/05/2022,Drolanca
0,"CARVEDILOL 6,25MG X 30 TAB",17.38,,22/05/2022,Drolanca
0,CEFALOTINA 1G X 1 AMPOLLA IV/IM,9.6,,22/05/2022,Drolanca
0,CEXTACIM 1G AMP X 1 IV/IM CEFOTAXIMA,5.23,,22/05/2022,Drolanca
0,CIPROFLOXACINA 500MG X 6 TAB,4.99,,22/05/2022,Drolanca
0,CLINDAMICINA 150MG/4ML X 10 AMP,90.94,,22/05/2022,Drolanca
0,CLINDAMICINA 150MG/ML 4 ML IV/IM AMP X 5,47.87,,22/05/2022,Drolanca
0,CLOPIDOGREL 75MG X 30 TAB,21.01,,22/05/2022,Drolanca
0,CLOTRIMAZOL 200MG X 3 OVULOS,10.01,,22/05/2022,Drolanca
0,CLOTRIMAZOL 500MG X 1 OVULOS,11.52,,22/05/2022,Drolanca
0,CYTRIAX 1G AMP X 1 IV/IM CEFTRIAXONA,6.96,,22/05/2022,Drolanca
0,DICLOFENAC POT. 50MG X 20 TAB,5.29,,22/05/2022,Drolanca
0,DICLOFENAC SOD. 50MG SUPOSIT X 10,10.68,,22/05/2022,Drolanca
0,DICLOFENAC SOD. 50MG X 20 TAB,4.68,,22/05/2022,Drolanca
0,DICLOFENAC SOD. 75 MG/3ML IM 2 AMP,4.01,,22/05/2022,Drolanca
0,DICLOFENAC SODICO 75MG/3ML IM/IV AMP X50,81.14,,22/05/2022,Drolanca
0,EFAZTAS 1G AMP X 1 IV/IM CEFAZOLINA SODI,6.35,,22/05/2022,Drolanca
0,HIDROCORTISONA 100MG AMP X 1 IM/IV,9.64,,22/05/2022,Drolanca
0,HIDROCORTISONA 100MG AMP X 10 IM/IV,80.26,,22/05/2022,Drolanca
0,HIDROCORTISONA 500MG AMP X 1 IM/IV,23.21,,22/05/2022,Drolanca
0,HIDROCORTISONA 500MG AMP X 10 IM/IV,199.35,,22/05/2022,Drolanca
0,HIOSCINA BUTILBROMURO 20MG X 5 AMP,27.94,,22/05/2022,Drolanca
0,LEVOTIROXINA SODICA 100 MCG X 50 TAB,17.4,,22/05/2022,Drolanca
0,LEVOTIROXINA SODICA 50MCG X 50 TAB,13.08,,22/05/2022,Drolanca
0,LIDOCAINA AL 2% SOL/INY 30ML AMP X 1,14.48,,22/05/2022,Drolanca
0,LOSARTAN POTASICO 50MG X 30 TAB,9.27,,22/05/2022,Drolanca
0,MESPEN 1G AMP X 1 IV MEROPENEM,47.12,,22/05/2022,Drolanca
0,MESPEN 500MG AMP X 1 IV MEROPENEM,21.57,,22/05/2022,Drolanca
0,METFORMINA 500MG X 30 TAB,9.05,,22/05/2022,Drolanca
0,METRONID+MICONAZOL750MG/200MG X7OVUL,31.94,,22/05/2022,Drolanca
0,METRONIDAZOL 500 MG TABLETAS X 10,4.18,,22/05/2022,Drolanca
0,MICONAZOL NITRATO 400MG OVULOS X 3,14.47,,22/05/2022,Drolanca
0,OLMESARTAN 20MG X 30 TAB,19.1,,22/05/2022,Drolanca
0,OMEFLUX 40 MG AMP X 1 IV OMEPRAZOL,8.13,,22/05/2022,Drolanca
0,PENASTIM 500MG-500MG AMP X 1 IV,51.81,,22/05/2022,Drolanca
0,"SULXIM 1G-0,5 G AMP X1 IV/IM (CEFOP-SUB)",8.81,,22/05/2022,Drolanca
0,TAMSULOSINA 0.4MG X 30 CAPS,27.4,,22/05/2022,Drolanca
0,"TAZILIM 4G/0,5G AMP X 1 IV",30.92,,22/05/2022,Drolanca
0,TIOCOLCHICOSIDO 4MG/2ML IM AMP X 50,279.87,,22/05/2022,Drolanca
0,VANCINA 500MG AMP X 1 IV VANCOMICINA,11.58,,22/05/2022,Drolanca
0,XANEXTRA 500MG/5ML AMP X 1 ACIDO TRANEXA,6.36,,22/05/2022,Drolanca
0,XANEXTRA 500MG/5ML AMP X 5 ACIDO TRANEXA,36.53,,22/05/2022,Drolanca
7730512630367,ARGENZIL 1% CREMA X 50 GR,41.68,,22/05/2022,Drolanca
7702123409861,AVELOX 400 MG X 250 ML IV AMP,156.82,,22/05/2022,Drolanca
7591165810083,CIPROXINA 400 IV (CIPROFLOXACINA),203.66,,22/05/2022,Drolanca
7596654000013,CLISMALAX  ENEMA RECTAL  X 100 ML ADULTO,48.55,,22/05/2022,Drolanca
7596654000020,GINESAL SOLUCIÓN VAGINAL  X 130 ML,17.92,,22/05/2022,Drolanca
7591165840035,NIMOTOP INFUSION 10 MG /50 ML,126.95,,22/05/2022,Drolanca
7596654000082,TERBICRYM  1 %  SPRAY  X  30 ML,19.57,,22/05/2022,Drolanca
7596654000075,TERBICRYM  1%  LOCION  X 30 ML,14.79,,22/05/2022,Drolanca
7591165840158,XARELTO 10 MG X 10 COM (RIVAROXABAN),134.42,,22/05/2022,Drolanca
7795320000474,XARELTO 15 MG X 28 TAB (RIVAROXABAN),268.83,,22/05/2022,Drolanca
7795320000498,XARELTO 20 MG X 28 TAB (RIVAROXABAN),268.83,,22/05/2022,Drolanca
7594000850855,ACETAMINOFEN 120MG/5ML X 100 ML,9.6,,22/05/2022,Drolanca
7594000850824,ACETAMINOFEN 180MG/5ML X 120ML,12.61,,22/05/2022,Drolanca
7594000850626,ACETAMINOFEN 500MG X 12 TAB,6.56,,22/05/2022,Drolanca
7594000851258,ACETAMINOFEN 650MG X 10 UNI,6.48,,22/05/2022,Drolanca
7594000851265,ACETAMINOFEN 650MG X 20 UNI,11.86,,22/05/2022,Drolanca
7594000851289,ACETAMINOFEN 750MG X 10 TAB,7.16,,22/05/2022,Drolanca
7594000851234,ACETAMINOFEN+CLORFENIRAMIDA JBE 120ML,11.57,,22/05/2022,Drolanca
7594000850909,AMBROXOL 15MG/5ML  SOL ORAL  120 ML,11.4,,22/05/2022,Drolanca
